"source","target","category_intercell_source","database_intercell_source","category_intercell_target","database_intercell_target","sources","references","method","is_directed","is_stimulation","is_inhibition","consensus_direction","consensus_stimulation","consensus_inhibition","curation_effort","n_references","n_resources","simple_interaction","complex_interaction","parent_intercell_source","parent_intercell_target","ligrecextra","pathwayextra","omnipath","kinaseextra","scope_intercell_source","aspect_intercell_source","category_source_intercell_source","genesymbol_intercell_source","entity_type_intercell_source","consensus_score_intercell_source","transmitter_intercell_source","receiver_intercell_source","secreted_intercell_source","plasma_membrane_transmembrane_intercell_source","plasma_membrane_peripheral_intercell_source","scope_intercell_target","aspect_intercell_target","category_source_intercell_target","genesymbol_intercell_target","entity_type_intercell_target","consensus_score_intercell_target","transmitter_intercell_target","receiver_intercell_target","secreted_intercell_target","plasma_membrane_transmembrane_intercell_target","plasma_membrane_peripheral_intercell_target","ligand_subunits_ord","receptor_subunits_ord","source_protein","lc_stoichiometry","lc_sources","lc_references","target_protein","rc_stoichiometry","rc_sources","rc_references","n_target_units","n_ligand_units","entrezgene_id_lc","ensembl_lc","protein_name_lc","entrezgene_id_rc","ensembl_rc","protein_name_rc","source_genesymbol","target_genesymbol"
"P13747","COMPLEX:P26715_Q13241","cell_surface_ligand","connectomeDB2020;CellChatDB;CellPhoneDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;HPMR_Cellinker;ICELLNET","CellChatDB:28484462;CellPhoneDB:28484462;Cellinker:15728498;Cellinker:24223577;Cellinker:28484462;Cellinker:9486650;ICELLNET:11513152;ICELLNET:20567250","LIANA consensus","","","","","","","","","","HLA-E_KLRC1","HLA-E_KLRC1_KLRD1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HLA-E","KLRC1__KLRD1","P13747",NA,NA,NA,"P26715_Q13241","2:2","CellChatDB;CellPhoneDB;Cellinker;ComplexPortal;ICELLNET;PDB","14755292;20567250;11513152;18448674",2,1,3133,"ENSG00000233904","HLAE_HUMAN",NA,NA,NA,"HLA-E","KLRC1_KLRD1"
"P13747","COMPLEX:P26717_Q13241","cell_surface_ligand","connectomeDB2020;CellChatDB;CellPhoneDB","receptor","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;HPMR_Cellinker","CellChatDB:28484462;CellPhoneDB:28484462;Cellinker:15728498;Cellinker:24223577;Cellinker:28484462;Cellinker:9486650","LIANA consensus","","","","","","","","","","HLA-E_KLRC2","HLA-E_KLRC2_KLRD1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HLA-E","KLRC2__KLRD1","P13747",NA,NA,NA,"P26717_Q13241","1:1","CellChatDB;CellPhoneDB;Cellinker;ComplexPortal","14755292;18448674",2,1,3133,"ENSG00000233904","HLAE_HUMAN",NA,NA,NA,"HLA-E","KLRC2_KLRD1"
"P13747","COMPLEX:Q07444_Q13241","cell_surface_ligand","connectomeDB2020;CellChatDB;CellPhoneDB","receptor","CellPhoneDB;CellChatDB","CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker","CellChatDB:28484462;CellPhoneDB:28484462;Cellinker:15728498;Cellinker:24223577;Cellinker:28484462;Cellinker:9486650","LIANA consensus","","","","","","","","","","HLA-E_KLRC3","HLA-E_KLRC3_KLRD1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HLA-E","KLRC3__KLRD1","P13747",NA,NA,NA,"Q07444_Q13241","1:1","CellChatDB;CellPhoneDB;Cellinker;ComplexPortal","14755292;18448674",2,1,3133,"ENSG00000233904","HLAE_HUMAN",NA,NA,NA,"HLA-E","KLRC3_KLRD1"
"P19320","COMPLEX:P05107_Q13349","cell_surface_ligand","CellPhoneDB","adhesion","CellPhoneDB","Baccin2019;CellPhoneDB","Baccin2019:16988024","LIANA consensus","","","","","","","","","","VCAM1_ITGAD","VCAM1_ITGAD_ITGB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VCAM1","ITGAD__ITGB2","P19320","2","PDB",NA,"P05107_Q13349","1:1","CellPhoneDB;ComplexPortal;ICELLNET;SIGNOR","19693543;12297042;14755292;16943205;8777714",2,1,7412,"ENSG00000162692","VCAM1_HUMAN",NA,NA,NA,"VCAM1","ITGAD_ITGB2"
"P19320","COMPLEX:P05556_P13612","cell_surface_ligand","CellPhoneDB","adhesion","CellPhoneDB","Baccin2019;CellPhoneDB;ICELLNET;SIGNOR","Baccin2019:16988024;ICELLNET:15263094;SIGNOR:12123670","LIANA consensus","","","","","","","","","","VCAM1_ITGA4","VCAM1_ITGA4_ITGB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VCAM1","ITGA4__ITGB1","P19320","2","PDB",NA,"P05556_P13612","1:1","CORUM;CellChatDB;CellPhoneDB;Cellinker;Compleat;ComplexPortal;ICELLNET;SIGNOR","3546305;9547293;19693543;33731188;12297042;14755292;15263094",2,1,7412,"ENSG00000162692","VCAM1_HUMAN",NA,NA,NA,"VCAM1","ITGA4_ITGB1"
"P19320","COMPLEX:P05556_Q13797","cell_surface_ligand","CellPhoneDB","adhesion","CellPhoneDB","Baccin2019;CellPhoneDB;ICELLNET","Baccin2019:16988024;ICELLNET:10209034","LIANA consensus","","","","","","","","","","VCAM1_ITGA9","VCAM1_ITGA9_ITGB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VCAM1","ITGA9__ITGB1","P19320","2","PDB",NA,"P05556_Q13797","1:1","CORUM;CellChatDB;CellPhoneDB;Cellinker;Compleat;ComplexPortal;ICELLNET;SIGNOR","8910476;10209034;19693543;12297042;14755292;8798654;11882657",2,1,7412,"ENSG00000162692","VCAM1_HUMAN",NA,NA,NA,"VCAM1","ITGA9_ITGB1"
"P19320","COMPLEX:P13612_P26010","cell_surface_ligand","CellPhoneDB","adhesion","CellPhoneDB","Baccin2019;CellPhoneDB;ICELLNET","Baccin2019:16988024;ICELLNET:20118278","LIANA consensus","","","","","","","","","","VCAM1_ITGA4","VCAM1_ITGA4_ITGB7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VCAM1","ITGA4__ITGB7","P19320","2","PDB",NA,"P13612_P26010","2:2","CellChatDB;CellPhoneDB;Cellinker;ComplexPortal;ICELLNET;PDB;SIGNOR","20118278;19693543;33731188;12297042;14755292",2,1,7412,"ENSG00000162692","VCAM1_HUMAN",NA,NA,NA,"VCAM1","ITGA4_ITGB7"
"P29965","COMPLEX:P05106_P08514","cell_surface_ligand","connectomeDB2020;CellChatDB;CellPhoneDB","adhesion","CellPhoneDB","Baccin2019;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;ICELLNET","Baccin2019:22461623;CellChatDB:28676852;Cellinker:28676852;ICELLNET:11875495;ICELLNET:22461623","LIANA consensus","","","","","","","","","","CD40LG_ITGA2B","CD40LG_ITGA2B_ITGB3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CD40LG","ITGA2B__ITGB3","P29965","3","CFinder;Compleat;PDB",NA,"P05106_P08514","3:3","CORUM;CellChatDB;CellPhoneDB;Cellinker;Compleat;ComplexPortal;ICELLNET;PDB;SIGNOR","22461623;19693543;33731188;12297042;14755292;11875495;8132607",2,1,959,"ENSG00000102245","CD40L_HUMAN",NA,NA,NA,"CD40LG","ITGA2B_ITGB3"
"P29965","COMPLEX:P05107_P11215","cell_surface_ligand","connectomeDB2020;CellChatDB;CellPhoneDB","adhesion","CellPhoneDB","CellChatDB;Cellinker;ICELLNET","CellChatDB:28676852;Cellinker:28676852;ICELLNET:22461623;ICELLNET:28676852","LIANA consensus","","","","","","","","","","CD40LG_ITGAM","CD40LG_ITGAM_ITGB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CD40LG","ITGAM__ITGB2","P29965","3","CFinder;Compleat;PDB",NA,"P05107_P11215","1:1","CellChatDB;CellPhoneDB;Cellinker;ComplexPortal;ICELLNET;PDB;SIGNOR","22461623;6943205;8786317;19693543;28676852;12297042;14755292;4062888",2,1,959,"ENSG00000102245","CD40L_HUMAN",NA,NA,NA,"CD40LG","ITGAM_ITGB2"
"P29965","COMPLEX:P05556_P08648","cell_surface_ligand","connectomeDB2020;CellChatDB;CellPhoneDB","adhesion","CellPhoneDB","Baccin2019;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;ICELLNET","Baccin2019:28676852;CellChatDB:28676852;Cellinker:28676852;ICELLNET:22461623;ICELLNET:28676852","LIANA consensus","","","","","","","","","","CD40LG_ITGA5","CD40LG_ITGA5_ITGB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CD40LG","ITGA5__ITGB1","P29965","3","CFinder;Compleat;PDB",NA,"P05556_P08648","2:2","CORUM;CellChatDB;CellPhoneDB;Cellinker;Compleat;ComplexPortal;ICELLNET;KEGG-MEDICUS;PDB;SIGNOR","3546305;22461623;10673366;19693543;33731188;12297042;14755292;28676852;14709558",2,1,959,"ENSG00000102245","CD40L_HUMAN",NA,NA,NA,"CD40LG","ITGA5_ITGB1"
"P32004","COMPLEX:P05106_P06756","cell_surface_ligand","connectomeDB2020;CellChatDB;CellPhoneDB","adhesion","CellPhoneDB","CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker","CellChatDB:9396761;Cellinker:10871287;Cellinker:9396761","LIANA consensus","","","","","","","","","","L1CAM_ITGAV","L1CAM_ITGAV_ITGB3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1CAM","ITGAV__ITGB3","P32004",NA,NA,NA,"P05106_P06756","1:1","CORUM;CellChatDB;CellPhoneDB;Cellinker;Compleat;ComplexPortal;ICELLNET;KEGG-MEDICUS;PDB;SIGNOR","18441324;28302677;7532190;8798654;19693543;33731188;12297042;14755292;20027628;28846069",2,1,3897,"ENSG00000198910","L1CAM_HUMAN",NA,NA,NA,"L1CAM","ITGAV_ITGB3"
"P32004","COMPLEX:P05556_P08648","cell_surface_ligand","connectomeDB2020;CellChatDB;CellPhoneDB","adhesion","CellPhoneDB","Baccin2019;CellPhoneDB","Baccin2019:16988024","LIANA consensus","","","","","","","","","","L1CAM_ITGA5","L1CAM_ITGA5_ITGB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1CAM","ITGA5__ITGB1","P32004",NA,NA,NA,"P05556_P08648","2:2","CORUM;CellChatDB;CellPhoneDB;Cellinker;Compleat;ComplexPortal;ICELLNET;KEGG-MEDICUS;PDB;SIGNOR","3546305;22461623;10673366;19693543;33731188;12297042;14755292;28676852;14709558",2,1,3897,"ENSG00000198910","L1CAM_HUMAN",NA,NA,NA,"L1CAM","ITGA5_ITGB1"
"P32004","COMPLEX:P13612_P26010","cell_surface_ligand","connectomeDB2020;CellChatDB;CellPhoneDB","adhesion","CellPhoneDB","CellChatDB;Cellinker","CellChatDB:8557754;Cellinker:8557754","LIANA consensus","","","","","","","","","","L1CAM_ITGA4","L1CAM_ITGA4_ITGB7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1CAM","ITGA4__ITGB7","P32004",NA,NA,NA,"P13612_P26010","2:2","CellChatDB;CellPhoneDB;Cellinker;ComplexPortal;ICELLNET;PDB;SIGNOR","20118278;19693543;33731188;12297042;14755292",2,1,3897,"ENSG00000198910","L1CAM_HUMAN",NA,NA,NA,"L1CAM","ITGA4_ITGB7"
"P32942","COMPLEX:P05107_Q13349","cell_surface_ligand","connectomeDB2020;CellPhoneDB","adhesion","CellPhoneDB","CellPhoneDB;SIGNOR","SIGNOR:8777714","LIANA consensus","","","","","","","","","","ICAM3_ITGAD","ICAM3_ITGAD_ITGB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ICAM3","ITGAD__ITGB2","P32942",NA,NA,NA,"P05107_Q13349","1:1","CellPhoneDB;ComplexPortal;ICELLNET;SIGNOR","19693543;12297042;14755292;16943205;8777714",2,1,3385,"ENSG00000076662","ICAM3_HUMAN",NA,NA,NA,"ICAM3","ITGAD_ITGB2"
"P35070","COMPLEX:P00533_P04626","cell_surface_ligand","connectomeDB2020;CellPhoneDB","receptor","connectomeDB2020;CellChatDB;CellTalkDB","CellChatDB;Cellinker;DLRP_Cellinker;Guide2Pharma_Cellinker;HPMR_Cellinker","Cellinker:8144591;Cellinker:9528863","LIANA consensus","","","","","","","","","","BTC_EGFR","BTC_EGFR_ERBB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BTC","EGFR__ERBB2","P35070",NA,NA,NA,"P00533_P04626","1:1","CellChatDB;Cellinker;KEGG-MEDICUS;PDB",NA,2,1,685,"ENSG00000174808","BTC_HUMAN",NA,NA,NA,"BTC","EGFR_ERBB2"
"P35070","COMPLEX:P04626_Q15303","cell_surface_ligand","connectomeDB2020;CellPhoneDB","receptor","connectomeDB2020;CellChatDB;CellTalkDB","CellChatDB;Cellinker;DLRP_Cellinker;Guide2Pharma_Cellinker;HPMR_Cellinker","Cellinker:10214951;Cellinker:11254912;Cellinker:9662041","LIANA consensus","","","","","","","","","","BTC_ERBB2","BTC_ERBB2_ERBB4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BTC","ERBB2__ERBB4","P35070",NA,NA,NA,"P04626_Q15303","0:0","CellChatDB;Cellinker;ICELLNET","10214951",2,1,685,"ENSG00000174808","BTC_HUMAN",NA,NA,NA,"BTC","ERBB2_ERBB4"
"P43026","COMPLEX:O00238_P27037","cell_surface_ligand","CellPhoneDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;Cellinker:26893264;Cellinker:27252362;Cellinker:8702914;ICELLNET:27481709","LIANA consensus","","","","","","","","","","GDF5_ACVR2A","GDF5_ACVR2A_BMPR1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GDF5","ACVR2A__BMPR1B","P43026","2","PDB",NA,"O00238_P27037","1:1","CellChatDB;CellPhoneDB;Cellinker;ICELLNET;KEGG-MEDICUS","18436533;27481709",2,1,8200,"ENSG00000125965","GDF5_HUMAN",NA,NA,NA,"GDF5","ACVR2A_BMPR1B"
"P43026","COMPLEX:O00238_Q13705","cell_surface_ligand","CellPhoneDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;Cellinker:26893264;Cellinker:27252362;Cellinker:8702914;ICELLNET:27481709","LIANA consensus","","","","","","","","","","GDF5_ACVR2B","GDF5_ACVR2B_BMPR1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GDF5","ACVR2B__BMPR1B","P43026","2","PDB",NA,"O00238_Q13705","1:1","CellChatDB;CellPhoneDB;Cellinker;ICELLNET;KEGG-MEDICUS","18436533;27481709",2,1,8200,"ENSG00000125965","GDF5_HUMAN",NA,NA,NA,"GDF5","ACVR2B_BMPR1B"
"P43026","COMPLEX:O00238_Q13873","cell_surface_ligand","CellPhoneDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;HPMR_Cellinker;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;Cellinker:11282024;Cellinker:15569154;Cellinker:26893264;Cellinker:27252362;Cellinker:8702914;Cellinker:9525338;ICELLNET:27481709","LIANA consensus","","","","","","","","","","GDF5_BMPR1B","GDF5_BMPR1B_BMPR2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GDF5","BMPR1B__BMPR2","P43026","2","PDB",NA,"O00238_Q13873","1:1","CellChatDB;CellPhoneDB;Cellinker;ICELLNET;KEGG-MEDICUS","17878607;18436533;27481709",2,1,8200,"ENSG00000125965","GDF5_HUMAN",NA,NA,NA,"GDF5","BMPR1B_BMPR2"
"P43026","COMPLEX:P27037_P36894","cell_surface_ligand","CellPhoneDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;Cellinker:22710174;ICELLNET:27481709","LIANA consensus","","","","","","","","","","GDF5_ACVR2A","GDF5_ACVR2A_BMPR1A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GDF5","ACVR2A__BMPR1A","P43026","2","PDB",NA,"P27037_P36894","1:1","CellChatDB;CellPhoneDB;Cellinker;ICELLNET;KEGG-MEDICUS","18436533;27481709",2,1,8200,"ENSG00000125965","GDF5_HUMAN",NA,NA,NA,"GDF5","ACVR2A_BMPR1A"
"P43026","COMPLEX:P36894_Q13705","cell_surface_ligand","CellPhoneDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","CellChatDB;CellPhoneDB;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;ICELLNET:27481709","LIANA consensus","","","","","","","","","","GDF5_ACVR2B","GDF5_ACVR2B_BMPR1A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GDF5","ACVR2B__BMPR1A","P43026","2","PDB",NA,"P36894_Q13705","1:1","CellChatDB;CellPhoneDB;Cellinker;ICELLNET;KEGG-MEDICUS","18436533;27481709",2,1,8200,"ENSG00000125965","GDF5_HUMAN",NA,NA,NA,"GDF5","ACVR2B_BMPR1A"
"P43026","COMPLEX:P36894_Q13873","cell_surface_ligand","CellPhoneDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;Cellinker:11282024;Cellinker:26893264;Cellinker:9525338;ICELLNET:27481709","LIANA consensus","","","","","","","","","","GDF5_BMPR1A","GDF5_BMPR1A_BMPR2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GDF5","BMPR1A__BMPR2","P43026","2","PDB",NA,"P36894_Q13873","1:1","CellChatDB;CellPhoneDB;Cellinker;ICELLNET;KEGG-MEDICUS","18436533;27481709",2,1,8200,"ENSG00000125965","GDF5_HUMAN",NA,NA,NA,"GDF5","BMPR1A_BMPR2"
"P56975","COMPLEX:P04626_Q15303","cell_surface_ligand","connectomeDB2020;CellPhoneDB","receptor","connectomeDB2020;CellChatDB;CellTalkDB","CellChatDB;Cellinker;Guide2Pharma_Cellinker;HPMR_Cellinker","Cellinker:9275162","LIANA consensus","","","","","","","","","","NRG3_ERBB2","NRG3_ERBB2_ERBB4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NRG3","ERBB2__ERBB4","P56975",NA,NA,NA,"P04626_Q15303","0:0","CellChatDB;Cellinker;ICELLNET","10214951",2,1,10718,"ENSG00000185737","NRG3_HUMAN",NA,NA,NA,"NRG3","ERBB2_ERBB4"
"P57087","COMPLEX:P05556_P06756","cell_surface_ligand","connectomeDB2020;CellChatDB;CellPhoneDB","adhesion","CellPhoneDB","CellChatDB;Cellinker","Cellinker:12070135","LIANA consensus","","","","","","","","","","JAM2_ITGAV","JAM2_ITGAV_ITGB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JAM2","ITGAV__ITGB1","P57087",NA,NA,NA,"P05556_P06756","1:1","CORUM;CellChatDB;CellPhoneDB;Cellinker;Compleat;ComplexPortal;ICELLNET;SIGNOR;hu.MAP2","8314844;15361064;10673366;14755292;19693543;33731188;2138612;12297042",2,1,58494,"ENSG00000154721","JAM2_HUMAN",NA,NA,NA,"JAM2","ITGAV_ITGB1"
"P57087","COMPLEX:P05556_P13612","cell_surface_ligand","connectomeDB2020;CellChatDB;CellPhoneDB","adhesion","CellPhoneDB","Baccin2019;CellPhoneDB","","LIANA consensus","","","","","","","","","","JAM2_ITGA4","JAM2_ITGA4_ITGB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JAM2","ITGA4__ITGB1","P57087",NA,NA,NA,"P05556_P13612","1:1","CORUM;CellChatDB;CellPhoneDB;Cellinker;Compleat;ComplexPortal;ICELLNET;SIGNOR","3546305;9547293;19693543;33731188;12297042;14755292;15263094",2,1,58494,"ENSG00000154721","JAM2_HUMAN",NA,NA,NA,"JAM2","ITGA4_ITGB1"
"P57087","COMPLEX:P05556_P26006","cell_surface_ligand","connectomeDB2020;CellChatDB;CellPhoneDB","adhesion","CellPhoneDB","CellChatDB;Cellinker","CellChatDB:12070135;Cellinker:12070135","LIANA consensus","","","","","","","","","","JAM2_ITGA3","JAM2_ITGA3_ITGB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JAM2","ITGA3__ITGB1","P57087",NA,NA,NA,"P05556_P26006","1:1","CORUM;CellChatDB;CellPhoneDB;Cellinker;Compleat;ComplexPortal;ICELLNET;SIGNOR","3546305;19693543;33731188;12297042;14755292;15361064",2,1,58494,"ENSG00000154721","JAM2_HUMAN",NA,NA,NA,"JAM2","ITGA3_ITGB1"
"Q02297","COMPLEX:P04626_P21860","cell_surface_ligand","connectomeDB2020","receptor","connectomeDB2020;CellChatDB;CellTalkDB","CellChatDB;Cellinker;DLRP_Cellinker;Guide2Pharma_Cellinker;HPMR_Cellinker","Cellinker:11555649;Cellinker:7514177;Cellinker:7592681;Cellinker:8702572;Cellinker:9565587","LIANA consensus","","","","","","","","","","NRG1_ERBB2","NRG1_ERBB2_ERBB3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NRG1","ERBB2__ERBB3","Q02297",NA,NA,NA,"P04626_P21860","0:0","CellChatDB;Cellinker;ICELLNET","7514177;10214951;9312020",2,1,3084,"ENSG00000157168","NRG1_HUMAN",NA,NA,NA,"NRG1","ERBB2_ERBB3"
"Q02297","COMPLEX:P04626_Q15303","cell_surface_ligand","connectomeDB2020","receptor","connectomeDB2020;CellChatDB;CellTalkDB","CellChatDB;Cellinker;DLRP_Cellinker;Guide2Pharma_Cellinker","Cellinker:10537356;Cellinker:1350381;Cellinker:7514177;Cellinker:7721889;Cellinker:8062828;Cellinker:9565587","LIANA consensus","","","","","","","","","","NRG1_ERBB2","NRG1_ERBB2_ERBB4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NRG1","ERBB2__ERBB4","Q02297",NA,NA,NA,"P04626_Q15303","0:0","CellChatDB;Cellinker;ICELLNET","10214951",2,1,3084,"ENSG00000157168","NRG1_HUMAN",NA,NA,NA,"NRG1","ERBB2_ERBB4"
"Q02297","COMPLEX:P05106_P06756","cell_surface_ligand","connectomeDB2020","adhesion","CellPhoneDB","CellChatDB;Cellinker","CellChatDB:20682778;Cellinker:20682778","LIANA consensus","","","","","","","","","","NRG1_ITGAV","NRG1_ITGAV_ITGB3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NRG1","ITGAV__ITGB3","Q02297",NA,NA,NA,"P05106_P06756","1:1","CORUM;CellChatDB;CellPhoneDB;Cellinker;Compleat;ComplexPortal;ICELLNET;KEGG-MEDICUS;PDB;SIGNOR","18441324;28302677;7532190;8798654;19693543;33731188;12297042;14755292;20027628;28846069",2,1,3084,"ENSG00000157168","NRG1_HUMAN",NA,NA,NA,"NRG1","ITGAV_ITGB3"
"Q13477","COMPLEX:P13612_P26010","cell_surface_ligand","connectomeDB2020;CellChatDB;CellPhoneDB","adhesion","CellPhoneDB","CellChatDB;CellPhoneDB;Cellinker;HPMR_Cellinker;ICELLNET","CellChatDB:7517418;Cellinker:10702270;Cellinker:7517418;Cellinker:8600538;Cellinker:9233649;Cellinker:9873398;ICELLNET:20118278","LIANA consensus","","","","","","","","","","MADCAM1_ITGA4","MADCAM1_ITGA4_ITGB7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADCAM1","ITGA4__ITGB7","Q13477","2","PDB",NA,"P13612_P26010","2:2","CellChatDB;CellPhoneDB;Cellinker;ComplexPortal;ICELLNET;PDB;SIGNOR","20118278;19693543;33731188;12297042;14755292",2,1,8174,"ENSG00000099866","MADCA_HUMAN",NA,NA,NA,"MADCAM1","ITGA4_ITGB7"
