"source","target","category_intercell_source","database_intercell_source","category_intercell_target","database_intercell_target","sources","references","method","is_directed","is_stimulation","is_inhibition","consensus_direction","consensus_stimulation","consensus_inhibition","curation_effort","n_references","n_resources","simple_interaction","complex_interaction","parent_intercell_source","parent_intercell_target","ligrecextra","pathwayextra","omnipath","kinaseextra","scope_intercell_source","aspect_intercell_source","category_source_intercell_source","genesymbol_intercell_source","entity_type_intercell_source","consensus_score_intercell_source","transmitter_intercell_source","receiver_intercell_source","secreted_intercell_source","plasma_membrane_transmembrane_intercell_source","plasma_membrane_peripheral_intercell_source","scope_intercell_target","aspect_intercell_target","category_source_intercell_target","genesymbol_intercell_target","entity_type_intercell_target","consensus_score_intercell_target","transmitter_intercell_target","receiver_intercell_target","secreted_intercell_target","plasma_membrane_transmembrane_intercell_target","plasma_membrane_peripheral_intercell_target","ligand_subunits_ord","receptor_subunits_ord","source_protein","lc_stoichiometry","lc_sources","lc_references","target_protein","rc_stoichiometry","rc_sources","rc_references","n_target_units","n_ligand_units","entrezgene_id_lc","ensembl_lc","protein_name_lc","entrezgene_id_rc","ensembl_rc","protein_name_rc","source_genesymbol","target_genesymbol"
"Q9BXY4","Q68DV7","","","","","CellCall;Cellinker","Cellinker:29405118;Cellinker:29769720","LIANA consensus","","","","","","","","","","RSPO3_RNF43","RSPO3_RNF43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RSPO3","RNF43","Q9BXY4",NA,NA,NA,"Q68DV7",NA,NA,NA,1,1,84870,"ENSG00000146374","RSPO3_HUMAN",54894,"ENSG00000108375","RNF43_HUMAN","RSPO3","RNF43"
"Q9NQ36","P35968","","","","","Cellinker","Cellinker:27834687","LIANA consensus","","","","","","","","","","SCUBE2_KDR","SCUBE2_KDR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCUBE2","KDR","Q9NQ36",NA,NA,NA,"P35968","2","PDB",NA,1,1,57758,"ENSG00000175356","SCUB2_HUMAN",3791,"ENSG00000128052","VGFR2_HUMAN","SCUBE2","KDR"
"Q10586","Q16570","","","","","Cellinker","Cellinker:29637711","LIANA consensus","","","","","","","","","","DBP_ACKR1","DBP_ACKR1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DBP","ACKR1","Q10586",NA,NA,NA,"Q16570",NA,NA,NA,1,1,1628,"ENSG00000105516","DBP_HUMAN",2532,"ENSG00000213088","ACKR1_HUMAN","DBP","ACKR1"
"Q08431","P18084","","","","","Cellinker","Cellinker:24441829","LIANA consensus","","","","","","","","","","MFGE8_ITGB5","MFGE8_ITGB5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MFGE8","ITGB5","Q08431",NA,NA,NA,"P18084",NA,NA,NA,1,1,4240,"ENSG00000140545","MFGM_HUMAN",3693,"ENSG00000082781","ITB5_HUMAN","MFGE8","ITGB5"
"P0C0L4","P15529","","","","","Baccin2019;Cellinker;Ramilowski2015_Baccin2019","Baccin2019:1717583;Cellinker:1717583","LIANA consensus","","","","","","","","","","C4A_CD46","C4A_CD46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C4A","CD46","P0C0L4","3","PDB",NA,"P15529","6","PDB",NA,1,1,720,"ENSG00000244731","CO4A_HUMAN",4179,"ENSG00000117335","MCP_HUMAN","C4A","CD46"
"P18075","P36896","","","","","Cellinker","Cellinker:31619522","LIANA consensus","","","","","","","","","","BMP7_ACVR1B","BMP7_ACVR1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BMP7","ACVR1B","P18075",NA,NA,NA,"P36896",NA,NA,NA,1,1,655,"ENSG00000101144","BMP7_HUMAN",91,"ENSG00000135503","ACV1B_HUMAN","BMP7","ACVR1B"
"Q13046","Q9UMR7","","","","","Cellinker;Wojtowicz2020","Cellinker:32822567","LIANA consensus","","","","","","","","","","PSG7_CLEC4A","PSG7_CLEC4A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSG7","CLEC4A","Q13046",NA,NA,NA,"Q9UMR7","4","PDB",NA,1,1,5676,"ENSG00000221878","PSG7_HUMAN",50856,"ENSG00000111729","CLC4A_HUMAN","PSG7","CLEC4A"
"P08700","P15509","","","","","CellCall;Cellinker","Cellinker:23046136","LIANA consensus","","","","","","","","","","IL3_CSF2RA","IL3_CSF2RA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IL3","CSF2RA","P08700",NA,NA,NA,"P15509",NA,NA,NA,1,1,3562,"ENSG00000164399","IL3_HUMAN",1438,"ENSG00000198223","CSF2R_HUMAN","IL3","CSF2RA"
"P22301","Q8IU57","","","","","CellCall;Cellinker","Cellinker:27133025","LIANA consensus","","","","","","","","","","IL10_IFNLR1","IL10_IFNLR1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IL10","IFNLR1","P22301",NA,NA,NA,"Q8IU57",NA,NA,NA,1,1,3586,"ENSG00000136634","IL10_HUMAN",163702,"ENSG00000185436","INLR1_HUMAN","IL10","IFNLR1"
"Q96SZ5","P29274","","","","","Cellinker","Cellinker:23994158","LIANA consensus","","","","","","","","","","ADO_ADORA2A","ADO_ADORA2A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ADO","ADORA2A","Q96SZ5",NA,NA,NA,"P29274","2","PDB",NA,1,1,84890,"ENSG00000181915","AEDO_HUMAN",135,"ENSG00000128271","AA2AR_HUMAN","ADO","ADORA2A"
"P80188","P12318","","","","","Cellinker;Wojtowicz2020","Cellinker:32822567","LIANA consensus","","","","","","","","","","LCN2_FCGR2A","LCN2_FCGR2A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LCN2","FCGR2A","P80188","2","PDB",NA,"P12318",NA,NA,NA,1,1,3934,"ENSG00000148346","NGAL_HUMAN",2212,"ENSG00000143226","FCG2A_HUMAN","LCN2","FCGR2A"
"O95841","Q8N423","","","","","Cellinker","Cellinker:24478758","LIANA consensus","","","","","","","","","","ANGPTL1_LILRB2","ANGPTL1_LILRB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANGPTL1","LILRB2","O95841",NA,NA,NA,"Q8N423","3","PDB",NA,1,1,9068,"ENSG00000116194","ANGL1_HUMAN",10288,"ENSG00000131042","LIRB2_HUMAN","ANGPTL1","LILRB2"
"Q16674","P13612","","","","","Cellinker","Cellinker:19200257","LIANA consensus","","","","","","","","","","MIA_ITGA4","MIA_ITGA4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MIA","ITGA4","Q16674","2","PDB",NA,"P13612",NA,NA,NA,1,1,8190,"ENSG00000261857","MIA_HUMAN",3676,"ENSG00000115232","ITA4_HUMAN","MIA","ITGA4"
"P15813","P06731","","","","","CellChatDB;CellPhoneDB","CellChatDB:24104458","LIANA consensus","","","","","","","","","","CD1D_CEACAM5","CD1D_CEACAM5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CD1D","CEACAM5","P15813",NA,NA,NA,"P06731","2","PDB",NA,1,1,912,"ENSG00000158473","CD1D_HUMAN",1048,"ENSG00000105388","CEAM5_HUMAN","CD1D","CEACAM5"
"P49961","P0DMS9","","","","","CellChatDB;Cellinker","CellChatDB:21677139;Cellinker:21677139","LIANA consensus","","","","","","","","","","ENTPD1_TMIGD3","ENTPD1_TMIGD3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENTPD1","TMIGD3","P49961",NA,NA,NA,"P0DMS9",NA,NA,NA,1,1,953,"ENSG00000138185","ENTP1_HUMAN",57413,"ENSG00000121933","TMIG3_HUMAN","ENTPD1","TMIGD3"
"P26441","O75462","","","","","HPMR;SIGNOR;SignaLink3;Wang","HPMR:10966616;SIGNOR:11294841;SignaLink3:11294841;SignaLink3:23331499","LIANA consensus","","","","","","","","","","CNTF_CRLF1","CNTF_CRLF1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CNTF","CRLF1","P26441","4","PDB",NA,"O75462",NA,NA,NA,1,1,1270,"ENSG00000242689","CNTF_HUMAN",9244,"ENSG00000006016","CRLF1_HUMAN","CNTF","CRLF1"
"Q9GZX6","Q9UHF4","","","","","SignaLink3","SignaLink3:17208301;SignaLink3:23331499","LIANA consensus","","","","","","","","","","IL22_IL20RA","IL22_IL20RA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IL22","IL20RA","Q9GZX6","2","PDB",NA,"Q9UHF4",NA,NA,NA,1,1,50616,"ENSG00000127318","IL22_HUMAN",53832,"ENSG00000016402","I20RA_HUMAN","IL22","IL20RA"
"P56975","P00533","","","","","SignaLink3","SignaLink3:23331499;SignaLink3:9772300","LIANA consensus","","","","","","","","","","NRG3_EGFR","NRG3_EGFR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NRG3","EGFR","P56975",NA,NA,NA,"P00533","2","PDB",NA,1,1,10718,"ENSG00000185737","NRG3_HUMAN",1956,"ENSG00000146648","EGFR_HUMAN","NRG3","EGFR"
"P09603","P15509","","","","","SIGNOR;SignaLink3","SIGNOR:10572088;SignaLink3:10572088;SignaLink3:23331499","LIANA consensus","","","","","","","","","","CSF1_CSF2RA","CSF1_CSF2RA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CSF1","CSF2RA","P09603","2","PDB",NA,"P15509",NA,NA,NA,1,1,1435,"ENSG00000184371","CSF1_HUMAN",1438,"ENSG00000198223","CSF2R_HUMAN","CSF1","CSF2RA"
"P09919","P15509","","","","","Guide2Pharma;SIGNOR;SignaLink3","SIGNOR:10572088;SignaLink3:10572088;SignaLink3:23331499","LIANA consensus","","","","","","","","","","CSF3_CSF2RA","CSF3_CSF2RA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CSF3","CSF2RA","P09919","3","PDB",NA,"P15509",NA,NA,NA,1,1,1440,"ENSG00000108342","CSF3_HUMAN",1438,"ENSG00000198223","CSF2R_HUMAN","CSF3","CSF2RA"
"Q8IZL2","Q04721","","","","","HPRD;NetPath;SignaLink3;Wang","HPRD:12370315;NetPath:12370315;SignaLink3:12370315;SignaLink3:23331499","LIANA consensus","","","","","","","","","","MAML2_NOTCH2","MAML2_NOTCH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MAML2","NOTCH2","Q8IZL2",NA,NA,NA,"Q04721","2","PDB",NA,1,1,84441,"ENSG00000184384","MAML2_HUMAN",4853,"ENSG00000134250","NOTC2_HUMAN","MAML2","NOTCH2"
"Q8IZL2","Q9UM47","","","","","HPRD;NetPath;SignaLink3;Wang","HPRD:12370315;NetPath:12370315;SignaLink3:12370315;SignaLink3:23331499","LIANA consensus","","","","","","","","","","MAML2_NOTCH3","MAML2_NOTCH3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MAML2","NOTCH3","Q8IZL2",NA,NA,NA,"Q9UM47","2","PDB",NA,1,1,84441,"ENSG00000184384","MAML2_HUMAN",4854,"ENSG00000074181","NOTC3_HUMAN","MAML2","NOTCH3"
"Q8IZL2","P46531","","","","","HPRD;NetPath;SignaLink3;Wang","HPRD:12370315;NetPath:12370315;SignaLink3:12370315;SignaLink3:23331499","LIANA consensus","","","","","","","","","","MAML2_NOTCH1","MAML2_NOTCH1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MAML2","NOTCH1","Q8IZL2",NA,NA,NA,"P46531","2","PDB",NA,1,1,84441,"ENSG00000184384","MAML2_HUMAN",4851,"ENSG00000148400","NOTC1_HUMAN","MAML2","NOTCH1"
"Q8IZL2","Q99466","","","","","HPRD;NetPath;SignaLink3;Wang","HPRD:12370315;NetPath:12370315;SignaLink3:12370315;SignaLink3:23331499","LIANA consensus","","","","","","","","","","MAML2_NOTCH4","MAML2_NOTCH4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MAML2","NOTCH4","Q8IZL2",NA,NA,NA,"Q99466",NA,NA,NA,1,1,84441,"ENSG00000184384","MAML2_HUMAN",4855,"ENSG00000232339","NOTC4_HUMAN","MAML2","NOTCH4"
"P22004","Q16671","","","","","SignaLink3;Wang","SignaLink3:16446785;SignaLink3:23331499","LIANA consensus","","","","","","","","","","BMP6_AMHR2","BMP6_AMHR2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BMP6","AMHR2","P22004","2","PDB",NA,"Q16671",NA,NA,NA,1,1,654,"ENSG00000153162","BMP6_HUMAN",269,"ENSG00000135409","AMHR2_HUMAN","BMP6","AMHR2"
"O95390","P61160","","","","","SIGNOR;SignaLink3","SIGNOR:16446785;SignaLink3:16446785;SignaLink3:23331499","LIANA consensus","","","","","","","","","","GDF11_ACTR2","GDF11_ACTR2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GDF11","ACTR2","O95390","2","PDB",NA,"P61160",NA,NA,NA,1,1,10220,"ENSG00000135414","GDF11_HUMAN",10097,"ENSG00000138071","ARP2_HUMAN","GDF11","ACTR2"
"P27539","P61160","","","","","SignaLink3","SignaLink3:16446785;SignaLink3:23331499","LIANA consensus","","","","","","","","","","GDF1_ACTR2","GDF1_ACTR2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GDF1","ACTR2","P27539",NA,NA,NA,"P61160",NA,NA,NA,1,1,2657,"ENSG00000130283","GDF1_HUMAN",10097,"ENSG00000138071","ARP2_HUMAN","GDF1","ACTR2"
"P08476","P61160","","","","","SignaLink3","SignaLink3:16446785;SignaLink3:23331499","LIANA consensus","","","","","","","","","","INHBA_ACTR2","INHBA_ACTR2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"INHBA","ACTR2","P08476","2","PDB",NA,"P61160",NA,NA,NA,1,1,3624,"ENSG00000122641","INHBA_HUMAN",10097,"ENSG00000138071","ARP2_HUMAN","INHBA","ACTR2"
"P18075","P61160","","","","","SIGNOR;SignaLink3","SIGNOR:16446785;SignaLink3:16446785;SignaLink3:23331499","LIANA consensus","","","","","","","","","","BMP7_ACTR2","BMP7_ACTR2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BMP7","ACTR2","P18075",NA,NA,NA,"P61160",NA,NA,NA,1,1,655,"ENSG00000101144","BMP7_HUMAN",10097,"ENSG00000138071","ARP2_HUMAN","BMP7","ACTR2"
"P12643","P61160","","","","","SignaLink3","SignaLink3:16446785;SignaLink3:23331499","LIANA consensus","","","","","","","","","","BMP2_ACTR2","BMP2_ACTR2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BMP2","ACTR2","P12643","4","PDB",NA,"P61160",NA,NA,NA,1,1,650,"ENSG00000125845","BMP2_HUMAN",10097,"ENSG00000138071","ARP2_HUMAN","BMP2","ACTR2"
"O95972","P61160","","","","","SignaLink3","SignaLink3:16446785;SignaLink3:23331499","LIANA consensus","","","","","","","","","","BMP15_ACTR2","BMP15_ACTR2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BMP15","ACTR2","O95972",NA,NA,NA,"P61160",NA,NA,NA,1,1,9210,"ENSG00000130385","BMP15_HUMAN",10097,"ENSG00000138071","ARP2_HUMAN","BMP15","ACTR2"
"P09603","Q99062","","","","","SIGNOR;SignaLink3","SIGNOR:16492764;SignaLink3:16492764;SignaLink3:23331499","LIANA consensus","","","","","","","","","","CSF1_CSF3R","CSF1_CSF3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CSF1","CSF3R","P09603","2","PDB",NA,"Q99062",NA,NA,NA,1,1,1435,"ENSG00000184371","CSF1_HUMAN",1441,"ENSG00000119535","CSF3R_HUMAN","CSF1","CSF3R"
"Q9NZH8","P17181","","","","","SignaLink3","SignaLink3:17208301;SignaLink3:23331499","LIANA consensus","","","","","","","","","","IL36G_IFNAR1","IL36G_IFNAR1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IL36G","IFNAR1","Q9NZH8",NA,NA,NA,"P17181",NA,NA,NA,1,1,56300,"ENSG00000136688","IL36G_HUMAN",3454,"ENSG00000142166","INAR1_HUMAN","IL36G","IFNAR1"
"Q9NZH8","P48551","","","","","SignaLink3","SignaLink3:17208301;SignaLink3:23331499","LIANA consensus","","","","","","","","","","IL36G_IFNAR2","IL36G_IFNAR2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IL36G","IFNAR2","Q9NZH8",NA,NA,NA,"P48551","3","PDB",NA,1,1,56300,"ENSG00000136688","IL36G_HUMAN",3455,"ENSG00000159110","INAR2_HUMAN","IL36G","IFNAR2"
"Q9GZX6","Q08334","ligand","","receptor","","CellCall;CellTalkDB;Fantom5_LRdb;Guide2Pharma;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Lit-BM-17;Ramilowski2015;SIGNOR;SPIKE;STRING_talklr;SignaLink3;UniProt_LRdb;Wang;connectomeDB2020;iTALK;scConnect;talklr","CellTalkDB:10875937;HPRD:10875937;LRdb:10875937;Lit-BM-17:10875937;Lit-BM-17:12513909;Lit-BM-17:15120653;SIGNOR:17208301;SPIKE:18509351;SignaLink3:10875937;SignaLink3:17208301;SignaLink3:23331499;connectomeDB2020:10875937","LIANA Ramilowski2015","1","1","0","1","1","0","12","CellTalkDB:10875937;HPRD:10875937;LRdb:10875937;Lit-BM-17:10875937;Lit-BM-17:12513909;Lit-BM-17:15120653;SIGNOR:17208301;SPIKE:18509351;SignaLink3:10875937;SignaLink3:17208301;SignaLink3:23331499;connectomeDB2020:10875937","15","IL22_IL10RB","IL22_IL10RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IL22","IL10RB","Q9GZX6","2","PDB",NA,"Q08334","2","PDB",NA,1,1,50616,"ENSG00000127318","IL22_HUMAN",3588,"ENSG00000243646","I10R2_HUMAN","IL22","IL10RB"
"P22301","Q13651","ligand","","receptor","","Baccin2019;BioGRID;CellCall;CellTalkDB;DIP;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;IntAct;Kirouac2010;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SPIKE;STRING_talklr;SignaLink3;UniProt_LRdb;Wang;connectomeDB2020;iTALK;scConnect;talklr","Baccin2019:10231374;Baccin2019:11485736;Baccin2019:11717514;Baccin2019:12974481;Baccin2019:7759550;Baccin2019:8248239;Baccin2019:8897595;BioGRID:10231374;BioGRID:11485736;BioGRID:11717514;BioGRID:7759550;BioGRID:8248239;CellTalkDB:12974481;DIP:15837194;DIP:20462497;DIP:8120391;HPRD:10231374;HPRD:11485736;HPRD:11717514;HPRD:7759550;HPRD:8248239;HPRD:8897595;InnateDB:10788470;InnateDB:11717514;InnateDB:9568901;IntAct:11485736;IntAct:12513909;IntAct:15837194;IntAct:20462497;LRdb:10231374;LRdb:11485736;LRdb:11717514;LRdb:12974481;LRdb:7759550;LRdb:8248239;LRdb:8897595;Lit-BM-17:10231374;Lit-BM-17:11485736;Lit-BM-17:11717514;Lit-BM-17:12513909;Lit-BM-17:15837194;Lit-BM-17:8120391;SIGNOR:10347215;SIGNOR:26260587;SPIKE:11591769;SignaLink3:17208301;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:8248239;connectomeDB2020:10231374;connectomeDB2020:11485736;connectomeDB2020:11717514;connectomeDB2020:12974481;connectomeDB2020:7759550;connectomeDB2020:8248239;connectomeDB2020:8897595;scConnect:19161426","LIANA Ramilowski2015","1","1","0","1","1","0","57","Baccin2019:10231374;Baccin2019:11485736;Baccin2019:11717514;Baccin2019:12974481;Baccin2019:7759550;Baccin2019:8248239;Baccin2019:8897595;BioGRID:10231374;BioGRID:11485736;BioGRID:11717514;BioGRID:7759550;BioGRID:8248239;CellTalkDB:12974481;DIP:15837194;DIP:20462497;DIP:8120391;HPRD:10231374;HPRD:11485736;HPRD:11717514;HPRD:7759550;HPRD:8248239;HPRD:8897595;InnateDB:10788470;InnateDB:11717514;InnateDB:9568901;IntAct:11485736;IntAct:12513909;IntAct:15837194;IntAct:20462497;LRdb:10231374;LRdb:11485736;LRdb:11717514;LRdb:12974481;LRdb:7759550;LRdb:8248239;LRdb:8897595;Lit-BM-17:10231374;Lit-BM-17:11485736;Lit-BM-17:11717514;Lit-BM-17:12513909;Lit-BM-17:15837194;Lit-BM-17:8120391;SIGNOR:10347215;SIGNOR:26260587;SPIKE:11591769;SignaLink3:17208301;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:8248239;connectomeDB2020:10231374;connectomeDB2020:11485736;connectomeDB2020:11717514;connectomeDB2020:12974481;connectomeDB2020:7759550;connectomeDB2020:8248239;connectomeDB2020:8897595;scConnect:19161426","22","IL10_IL10RA","IL10_IL10RA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IL10","IL10RA","P22301",NA,NA,NA,"Q13651",NA,NA,NA,1,1,3586,"ENSG00000136634","IL10_HUMAN",3587,"ENSG00000110324","I10R1_HUMAN","IL10","IL10RA"
