"source","target","complex_interaction_OLD","source_genesymbol_OG","target_genesymbol_OG","category_intercell_source","database_intercell_source","category_intercell_target","database_intercell_target","sources","references","is_directed","is_stimulation","is_inhibition","consensus_direction","consensus_stimulation","consensus_inhibition","curation_effort","n_references","n_resources","source_genesymbol","source_genesymbol_subunit_1","source_genesymbol_subunit_2","source_genesymbol_subunit_3","source_genesymbol_subunit_4","source_genesymbol_subunit_5","target_genesymbol","target_genesymbol_subunit_1","target_genesymbol_subunit_2","target_genesymbol_subunit_3","target_genesymbol_subunit_4","target_genesymbol_subunit_5","complex_interaction","method","complex_interaction_rev","is_dupl_undirected"
"P02751","P18827","FN1__SDC1","FN1","SDC1","ecm","CellChatDB","receptor","connectomeDB2020;CellChatDB;CellTalkDB","CellChatDB;Cellinker;Wang","Cellinker:1969657","","","","","","","","","","FN1","FN1",NA,NA,NA,NA,"SDC1","SDC1",NA,NA,NA,NA,"FN1__SDC1","LIANA consensus, CellChat extracted","SDC1__FN1",FALSE
"P02751","P18564","FN1__ITGB6","FN1","ITGB6","ligand","","receptor","","CellTalkDB;ELM;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LMPID;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr","CellTalkDB:1532572;ELM:1532572;ELM:1694173;ELM:17015452;ELM:18480047;HPMR:1532572;HPRD:1532572;LMPID:1532572;LRdb:1532572;connectomeDB2020:1532572","1","1","0","1","1","0","10","CellTalkDB:1532572;ELM:1532572;ELM:1694173;ELM:17015452;ELM:18480047;HPMR:1532572;HPRD:1532572;LMPID:1532572;LRdb:1532572;connectomeDB2020:1532572","11","FN1","FN1",NA,NA,NA,NA,"ITGB6","ITGB6",NA,NA,NA,NA,"FN1__ITGB6","LIANA Ramilowski2015","ITGB6__FN1",FALSE
"P02751","P17301_P05556","FN1__ITGA2_ITGB1","FN1","ITGA2_ITGB1","","","","","","","","","","","","","","","","FN1","FN1",NA,NA,NA,NA,"ITGA2_ITGB1","ITGA2","ITGB1",NA,NA,NA,"FN1__ITGA2_ITGB1","CellphoneDB extracted","ITGA2_ITGB1__FN1",FALSE
"P02751","P17301","FN1__ITGA2","FN1","ITGA2","ligand","","receptor","","CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr","CellTalkDB:7688313;Cellinker:7688313;LRdb:7688313;connectomeDB2020:7688313","1","1","0","1","1","0","4","CellTalkDB:7688313;Cellinker:7688313;LRdb:7688313;connectomeDB2020:7688313","9","FN1","FN1",NA,NA,NA,NA,"ITGA2","ITGA2",NA,NA,NA,NA,"FN1__ITGA2","LIANA consensus, LIANA Ramilowski2015","ITGA2__FN1",FALSE
"P02751","P16473","FN1__TSHR","FN1","TSHR","ligand","","receptor","","Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr","Baccin2019:11981027;CellTalkDB:11981027;Cellinker:11981027;HPRD:11981027;LRdb:11981027;connectomeDB2020:11981027","1","0","0","0","0","0","6","Baccin2019:11981027;CellTalkDB:11981027;Cellinker:11981027;HPRD:11981027;LRdb:11981027;connectomeDB2020:11981027","10","FN1","FN1",NA,NA,NA,NA,"TSHR","TSHR",NA,NA,NA,NA,"FN1__TSHR","LIANA consensus, LIANA Ramilowski2015","TSHR__FN1",FALSE
"P02751","P16070","FN1__CD44","FN1","CD44","ligand","","receptor","","Baccin2019;CellChatDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr","Baccin2019:1730778;CellTalkDB:1730778;Cellinker:1730778;LRdb:1730778;Ramilowski2015:1730778;connectomeDB2020:1730778;talklr:1730778","1","1","0","1","1","0","7","Baccin2019:1730778;CellTalkDB:1730778;Cellinker:1730778;LRdb:1730778;Ramilowski2015:1730778;connectomeDB2020:1730778;talklr:1730778","11","FN1","FN1",NA,NA,NA,NA,"CD44","CD44",NA,NA,NA,NA,"FN1__CD44","LIANA consensus, LIANA Ramilowski2015, CellChat extracted","CD44__FN1",FALSE
"P02751","P13612_P26010","FN1__ITGA4_ITGB7","FN1","ITGA4_ITGB7","ecm","CellChatDB","adhesion","CellPhoneDB","Baccin2019;CellChatDB;CellPhoneDB;Cellinker;HPMR_Cellinker","Baccin2019:16988024;Cellinker:11010812;Cellinker:11839764;Cellinker:1372909;Cellinker:9117345;Cellinker:9842903","","","","","","","","","","FN1","FN1",NA,NA,NA,NA,"ITGA4_ITGB7","ITGA4","ITGB7",NA,NA,NA,"FN1__ITGA4_ITGB7","LIANA consensus, CellphoneDB extracted, CellChat extracted","ITGA4_ITGB7__FN1",FALSE
"P02751","P13612_P05556","FN1__ITGA4_ITGB1","FN1","ITGA4_ITGB1","ecm","CellChatDB","adhesion","CellPhoneDB","Baccin2019;CellChatDB;CellPhoneDB","Baccin2019:16988024","","","","","","","","","","FN1","FN1",NA,NA,NA,NA,"ITGA4_ITGB1","ITGA4","ITGB1",NA,NA,NA,"FN1__ITGA4_ITGB1","LIANA consensus, CellphoneDB extracted, CellChat extracted","ITGA4_ITGB1__FN1",FALSE
"P02751","P13612","FN1__ITGA4","FN1","ITGA4","ligand","","receptor","","CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Lit-BM-17;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr","CellTalkDB:9842903;HPMR:9842903;HPRD:11010812;HPRD:9117345;LRdb:11010812;LRdb:9117345;LRdb:9842903;Lit-BM-17:19738201;connectomeDB2020:11010812;connectomeDB2020:9117345;connectomeDB2020:9842903","1","1","0","1","1","0","11","CellTalkDB:9842903;HPMR:9842903;HPRD:11010812;HPRD:9117345;LRdb:11010812;LRdb:9117345;LRdb:9842903;Lit-BM-17:19738201;connectomeDB2020:11010812;connectomeDB2020:9117345;connectomeDB2020:9842903","11","FN1","FN1",NA,NA,NA,NA,"ITGA4","ITGA4",NA,NA,NA,NA,"FN1__ITGA4","LIANA Ramilowski2015","ITGA4__FN1",FALSE
"P02751","P11912","FN1__CD79A","FN1","CD79A","ecm","CellChatDB","receptor","connectomeDB2020;CellTalkDB","CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr","CellTalkDB:32196115","","","","","","","","","","FN1","FN1",NA,NA,NA,NA,"CD79A","CD79A",NA,NA,NA,NA,"FN1__CD79A","LIANA consensus","CD79A__FN1",FALSE
"P02751","P08648_P05556","FN1__ITGA5_ITGB1","FN1","ITGA5_ITGB1","ecm","CellChatDB","adhesion","CellPhoneDB","Baccin2019;CellChatDB;CellPhoneDB;Cellinker;HPMR_Cellinker;SIGNOR","Baccin2019:16988024;Cellinker:10772816;Cellinker:11423542;Cellinker:11801679;Cellinker:1532572;Cellinker:1694173;Cellinker:23154389;Cellinker:9211865;SIGNOR:12123670","","","","","","","","","","FN1","FN1",NA,NA,NA,NA,"ITGA5_ITGB1","ITGA5","ITGB1",NA,NA,NA,"FN1__ITGA5_ITGB1","LIANA consensus, CellphoneDB extracted, CellChat extracted","ITGA5_ITGB1__FN1",FALSE
"P02751","P08648","FN1__ITGA5","FN1","ITGA5","ligand","","receptor","","BioGRID;CellTalkDB;ELM;EMBRACE;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;IntAct;LMPID;LRdb;Lit-BM-17;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr","BioGRID:1532572;CellTalkDB:23154389;ELM:1532572;ELM:1694173;ELM:17015452;ELM:18480047;ELM:19738201;ELM:22451694;ELM:6325925;HPMR:10772816;HPMR:1532572;HPRD:11801679;HPRD:1694173;HPRD:9211865;IntAct:16457822;LMPID:22451694;LRdb:10772816;LRdb:11423542;LRdb:11801679;LRdb:1532572;LRdb:1694173;LRdb:9211865;Lit-BM-17:1532572;Lit-BM-17:19738201;Lit-BM-17:20643357;Lit-BM-17:25237190;Lit-BM-17:26456826;connectomeDB2020:10772816;connectomeDB2020:11423542;connectomeDB2020:11801679;connectomeDB2020:1532572;connectomeDB2020:1694173;connectomeDB2020:9211865","1","1","0","1","1","0","33","BioGRID:1532572;CellTalkDB:23154389;ELM:1532572;ELM:1694173;ELM:17015452;ELM:18480047;ELM:19738201;ELM:22451694;ELM:6325925;HPMR:10772816;HPMR:1532572;HPRD:11801679;HPRD:1694173;HPRD:9211865;IntAct:16457822;LMPID:22451694;LRdb:10772816;LRdb:11423542;LRdb:11801679;LRdb:1532572;LRdb:1694173;LRdb:9211865;Lit-BM-17:1532572;Lit-BM-17:19738201;Lit-BM-17:20643357;Lit-BM-17:25237190;Lit-BM-17:26456826;connectomeDB2020:10772816;connectomeDB2020:11423542;connectomeDB2020:11801679;connectomeDB2020:1532572;connectomeDB2020:1694173;connectomeDB2020:9211865","15","FN1","FN1",NA,NA,NA,NA,"ITGA5","ITGA5",NA,NA,NA,NA,"FN1__ITGA5","LIANA Ramilowski2015","ITGA5__FN1",FALSE
"P02751","P08514_P05106","FN1__ITGA2B_ITGB3","FN1","ITGA2B_ITGB3","ecm","CellChatDB","adhesion","CellPhoneDB","Baccin2019;CellChatDB;CellPhoneDB;Cellinker;HPMR_Cellinker","Baccin2019:16988024;Cellinker:11423542;Cellinker:1694173;Cellinker:8663002","","","","","","","","","","FN1","FN1",NA,NA,NA,NA,"ITGA2B_ITGB3","ITGA2B","ITGB3",NA,NA,NA,"FN1__ITGA2B_ITGB3","LIANA consensus, CellphoneDB extracted, CellChat extracted","ITGA2B_ITGB3__FN1",FALSE
"P02751","P08514","FN1__ITGA2B","FN1","ITGA2B","ligand","","receptor","","CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr","CellTalkDB:8663002;HPMR:8663002;LRdb:8663002;connectomeDB2020:8663002","1","1","0","1","1","0","4","CellTalkDB:8663002;HPMR:8663002;LRdb:8663002;connectomeDB2020:8663002","9","FN1","FN1",NA,NA,NA,NA,"ITGA2B","ITGA2B",NA,NA,NA,NA,"FN1__ITGA2B","LIANA Ramilowski2015","ITGA2B__FN1",FALSE
"P02751","P06756_P26012","FN1__ITGAV_ITGB8","FN1","ITGAV_ITGB8","ecm","CellChatDB","receptor","connectomeDB2020;CellChatDB;CellTalkDB","CellChatDB;Cellinker","Cellinker:23154389;Cellinker:7542940","","","","","","","","","","FN1","FN1",NA,NA,NA,NA,"ITGAV_ITGB8","ITGAV","ITGB8",NA,NA,NA,"FN1__ITGAV_ITGB8","LIANA consensus, CellChat extracted","ITGAV_ITGB8__FN1",FALSE
"P02751","P06756_P18564","FN1__ITGAV_ITGB6","FN1","ITGAV_ITGB6","ecm","CellChatDB","adhesion","CellPhoneDB","Baccin2019;CellChatDB;Cellinker;HPMR_Cellinker;SIGNOR","Baccin2019:16988024;Cellinker:1532572;SIGNOR:1532572","","","","","","","","","","FN1","FN1",NA,NA,NA,NA,"ITGAV_ITGB6","ITGAV","ITGB6",NA,NA,NA,"FN1__ITGAV_ITGB6","LIANA consensus, CellChat extracted","ITGAV_ITGB6__FN1",FALSE
"P02751","P06756_P18084","FN1__ITGAV_ITGB5","FN1","ITGAV_ITGB5","","","","","","","","","","","","","","","","FN1","FN1",NA,NA,NA,NA,"ITGAV_ITGB5","ITGAV","ITGB5",NA,NA,NA,"FN1__ITGAV_ITGB5","CellphoneDB extracted","ITGAV_ITGB5__FN1",FALSE
"P02751","P06756_P05556","FN1__ITGAV_ITGB1","FN1","ITGAV_ITGB1","ecm","CellChatDB","adhesion","CellPhoneDB","Baccin2019;CellChatDB;CellPhoneDB;Cellinker;HPMR_Cellinker","Baccin2019:16988024;Cellinker:10772816;Cellinker:11010812;Cellinker:11839764;Cellinker:7626807;Cellinker:7688313;Cellinker:8120056;Cellinker:9842903","","","","","","","","","","FN1","FN1",NA,NA,NA,NA,"ITGAV_ITGB1","ITGAV","ITGB1",NA,NA,NA,"FN1__ITGAV_ITGB1","LIANA consensus, CellphoneDB extracted, CellChat extracted","ITGAV_ITGB1__FN1",FALSE
"P02751","P06756_P05106","FN1__ITGAV_ITGB3","FN1","ITGAV_ITGB3","ecm","CellChatDB","adhesion","CellPhoneDB","Baccin2019;CellChatDB;CellPhoneDB","Baccin2019:16988024","","","","","","","","","","FN1","FN1",NA,NA,NA,NA,"ITGAV_ITGB3","ITGAV","ITGB3",NA,NA,NA,"FN1__ITGAV_ITGB3","LIANA consensus, CellphoneDB extracted, CellChat extracted","ITGAV_ITGB3__FN1",FALSE
"P02751","P06756","FN1__ITGAV","FN1","ITGAV","ligand","","receptor","","CellTalkDB;ELM;EMBRACE;Fantom5_LRdb;ICELLNET;LRdb;Lit-BM-17;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr","CellTalkDB:23154389;ELM:1532572;ELM:1694173;ELM:17015452;ELM:18480047;ICELLNET:8314844;LRdb:23154389;Lit-BM-17:1694173;Lit-BM-17:19738201;Ramilowski2015:23154389;connectomeDB2020:23154389;talklr:23154389","1","1","0","1","1","0","12","CellTalkDB:23154389;ELM:1532572;ELM:1694173;ELM:17015452;ELM:18480047;ICELLNET:8314844;LRdb:23154389;Lit-BM-17:1694173;Lit-BM-17:19738201;Ramilowski2015:23154389;connectomeDB2020:23154389;talklr:23154389","11","FN1","FN1",NA,NA,NA,NA,"ITGAV","ITGAV",NA,NA,NA,NA,"FN1__ITGAV","LIANA Ramilowski2015","ITGAV__FN1",FALSE
"P02751","P05556","FN1__ITGB1","FN1","ITGB1","ligand","","receptor","","CA1;CellTalkDB;ELM;EMBRACE;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;IntAct;LRdb;Lit-BM-17;Ramilowski2015;Reactome_LRdb;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr","CA1:6284125;CellTalkDB:7626807;ELM:1532572;ELM:1694173;ELM:17015452;ELM:18480047;ELM:19738201;ELM:22451694;ELM:6325925;HPMR:10772816;HPMR:7626807;HPMR:9842903;HPRD:11010812;HPRD:8120056;IntAct:21985969;LRdb:10772816;LRdb:11010812;LRdb:7626807;LRdb:7688313;LRdb:8120056;LRdb:9842903;Lit-BM-17:19738201;Lit-BM-17:25237190;Lit-BM-17:26456826;connectomeDB2020:10772816;connectomeDB2020:11010812;connectomeDB2020:7626807;connectomeDB2020:7688313;connectomeDB2020:8120056;connectomeDB2020:9842903","1","1","0","1","1","0","30","CA1:6284125;CellTalkDB:7626807;ELM:1532572;ELM:1694173;ELM:17015452;ELM:18480047;ELM:19738201;ELM:22451694;ELM:6325925;HPMR:10772816;HPMR:7626807;HPMR:9842903;HPRD:11010812;HPRD:8120056;IntAct:21985969;LRdb:10772816;LRdb:11010812;LRdb:7626807;LRdb:7688313;LRdb:8120056;LRdb:9842903;Lit-BM-17:19738201;Lit-BM-17:25237190;Lit-BM-17:26456826;connectomeDB2020:10772816;connectomeDB2020:11010812;connectomeDB2020:7626807;connectomeDB2020:7688313;connectomeDB2020:8120056;connectomeDB2020:9842903","14","FN1","FN1",NA,NA,NA,NA,"ITGB1","ITGB1",NA,NA,NA,NA,"FN1__ITGB1","LIANA Ramilowski2015","ITGB1__FN1",FALSE
"P02751","P05106","FN1__ITGB3","FN1","ITGB3","ligand","","receptor","","CellTalkDB;ELM;EMBRACE;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Reactome_LRdb;Wang;connectomeDB2020;iTALK;talklr","CellTalkDB:11423542;ELM:1532572;ELM:1694173;ELM:17015452;ELM:18480047;HPMR:8663002;HPRD:1694173;LRdb:11423542;LRdb:1694173;LRdb:8663002;connectomeDB2020:11423542;connectomeDB2020:1694173;connectomeDB2020:8663002","1","1","0","1","1","0","13","CellTalkDB:11423542;ELM:1532572;ELM:1694173;ELM:17015452;ELM:18480047;HPMR:8663002;HPRD:1694173;LRdb:11423542;LRdb:1694173;LRdb:8663002;connectomeDB2020:11423542;connectomeDB2020:1694173;connectomeDB2020:8663002","11","FN1","FN1",NA,NA,NA,NA,"ITGB3","ITGB3",NA,NA,NA,NA,"FN1__ITGB3","LIANA Ramilowski2015","ITGB3__FN1",FALSE
"P02751","O75578_P05556","FN1__ITGA10_ITGB1","FN1","ITGA10_ITGB1","","","","","","","","","","","","","","","","FN1","FN1",NA,NA,NA,NA,"ITGA10_ITGB1","ITGA10","ITGB1",NA,NA,NA,"FN1__ITGA10_ITGB1","CellphoneDB extracted","ITGA10_ITGB1__FN1",FALSE
"P02751","O00300","FN1__TNFRSF11B","FN1","TNFRSF11B","ligand","","receptor","","Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr","Baccin2019:15799029;CellTalkDB:15799029;Cellinker:15799029;HPRD:15799029;LRdb:15799029;connectomeDB2020:15799029","1","0","0","0","0","0","6","Baccin2019:15799029;CellTalkDB:15799029;Cellinker:15799029;HPRD:15799029;LRdb:15799029;connectomeDB2020:15799029","10","FN1","FN1",NA,NA,NA,NA,"TNFRSF11B","TNFRSF11B",NA,NA,NA,NA,"FN1__TNFRSF11B","LIANA consensus, LIANA Ramilowski2015","TNFRSF11B__FN1",FALSE
"P02745","Q9NPY3","C1QA__CD93","C1QA","CD93","ligand","","receptor","","Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr","Baccin2019:9476117;CellTalkDB:9476117;Cellinker:9476117;HPRD:9476117;LRdb:9476117;connectomeDB2020:9476117","1","0","0","0","0","0","6","Baccin2019:9476117;CellTalkDB:9476117;Cellinker:9476117;HPRD:9476117;LRdb:9476117;connectomeDB2020:9476117","10","C1QA","C1QA",NA,NA,NA,NA,"CD93","CD93",NA,NA,NA,NA,"C1QA__CD93","LIANA consensus, LIANA Ramilowski2015","CD93__C1QA",FALSE
"P02745","Q6UVK1","C1QA__CSPG4","C1QA","CSPG4","ligand","","receptor","","Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr","Baccin2019:9013976;CellTalkDB:9013976;Cellinker:9013976;HPRD:9013976;LRdb:9013976;connectomeDB2020:9013976","1","0","0","0","0","0","6","Baccin2019:9013976;CellTalkDB:9013976;Cellinker:9013976;HPRD:9013976;LRdb:9013976;connectomeDB2020:9013976","10","C1QA","C1QA",NA,NA,NA,NA,"CSPG4","CSPG4",NA,NA,NA,NA,"C1QA__CSPG4","LIANA Ramilowski2015","CSPG4__C1QA",FALSE
"P02745","P20138","C1QA__CD33","C1QA","CD33","","","","","connectomeDB2020","connectomeDB2020:28325905","","","","","","","","","","C1QA","C1QA",NA,NA,NA,NA,"CD33","CD33",NA,NA,NA,NA,"C1QA__CD33","LIANA consensus","CD33__C1QA",FALSE
"P02745","P17927","C1QA__CR1","C1QA","CR1","ligand","","receptor","","CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;iTALK;talklr","CellTalkDB:10528211;Cellinker:10528211;HPRD:10528211;LRdb:10528211","1","0","0","0","0","0","4","CellTalkDB:10528211;Cellinker:10528211;HPRD:10528211;LRdb:10528211","7","C1QA","C1QA",NA,NA,NA,NA,"CR1","CR1",NA,NA,NA,NA,"C1QA__CR1","LIANA consensus, LIANA Ramilowski2015","CR1__C1QA",FALSE
"P02741","P78380","CRP__OLR1","CRP","OLR1","ligand","","receptor","","Baccin2019;CellTalkDB;Cellinker;Fantom5_LRdb;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;talklr","CellTalkDB:21821723;Cellinker:21821723;LRdb:21821723;Ramilowski2015:21821723;connectomeDB2020:21821723;talklr:21821723","1","1","0","1","1","0","6","CellTalkDB:21821723;Cellinker:21821723;LRdb:21821723;Ramilowski2015:21821723;connectomeDB2020:21821723;talklr:21821723","9","CRP","CRP",NA,NA,NA,NA,"OLR1","OLR1",NA,NA,NA,NA,"CRP__OLR1","LIANA consensus, LIANA Ramilowski2015","OLR1__CRP",FALSE
"P02741","P17927","CRP__CR1","CRP","CR1","","","","","CellTalkDB","CellTalkDB:8906746","","","","","","","","","","CRP","CRP",NA,NA,NA,NA,"CR1","CR1",NA,NA,NA,NA,"CRP__CR1","LIANA consensus","CR1__CRP",FALSE
"P02679","P08648","FGG__ITGA5","FGG","ITGA5","ligand","","receptor","","CellTalkDB;Fantom5_LRdb;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr","LRdb:15031111;Ramilowski2015:15031111;connectomeDB2020:15031111;talklr:15031111","1","0","0","0","0","0","4","LRdb:15031111;Ramilowski2015:15031111;connectomeDB2020:15031111;talklr:15031111","6","FGG","FGG",NA,NA,NA,NA,"ITGA5","ITGA5",NA,NA,NA,NA,"FGG__ITGA5","LIANA consensus, LIANA Ramilowski2015","ITGA5__FGG",FALSE
"P02679","P08514","FGG__ITGA2B","FGG","ITGA2B","ligand","","receptor","","CellTalkDB;Cellinker;ELM;Fantom5_LRdb;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr","CellTalkDB:2018974;Cellinker:2018974;Cellinker:28277676;ELM:1864844;ELM:18710925;ELM:26631735;LRdb:2018974;Ramilowski2015:2018974;connectomeDB2020:2018974;talklr:2018974","1","0","0","0","0","0","10","CellTalkDB:2018974;Cellinker:2018974;Cellinker:28277676;ELM:1864844;ELM:18710925;ELM:26631735;LRdb:2018974;Ramilowski2015:2018974;connectomeDB2020:2018974;talklr:2018974","8","FGG","FGG",NA,NA,NA,NA,"ITGA2B","ITGA2B",NA,NA,NA,NA,"FGG__ITGA2B","LIANA consensus, LIANA Ramilowski2015","ITGA2B__FGG",FALSE
"P02679","P06756","FGG__ITGAV","FGG","ITGAV","ligand","","receptor","","CellTalkDB;Fantom5_LRdb;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr","LRdb:15031111;Ramilowski2015:15031111;connectomeDB2020:15031111;talklr:15031111","1","0","0","0","0","0","4","LRdb:15031111;Ramilowski2015:15031111;connectomeDB2020:15031111;talklr:15031111","6","FGG","FGG",NA,NA,NA,NA,"ITGAV","ITGAV",NA,NA,NA,NA,"FGG__ITGAV","LIANA Ramilowski2015","ITGAV__FGG",FALSE
"P02679","P05556","FGG__ITGB1","FGG","ITGB1","ligand","","receptor","","CellTalkDB;Fantom5_LRdb;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr","CellTalkDB:15031111;LRdb:15031111;Ramilowski2015:15031111;connectomeDB2020:15031111;talklr:15031111","1","0","0","0","0","0","5","CellTalkDB:15031111;LRdb:15031111;Ramilowski2015:15031111;connectomeDB2020:15031111;talklr:15031111","6","FGG","FGG",NA,NA,NA,NA,"ITGB1","ITGB1",NA,NA,NA,NA,"FGG__ITGB1","LIANA consensus, LIANA Ramilowski2015","ITGB1__FGG",FALSE
"P02679","P05107","FGG__ITGB2","FGG","ITGB2","ligand","","receptor","","CellTalkDB;Fantom5_LRdb;LRdb;Ramilowski2015;Reactome_LRdb;connectomeDB2020;iTALK;talklr","CellTalkDB:16601240;LRdb:16601240;Ramilowski2015:16601240;connectomeDB2020:16601240;talklr:16601240","1","0","0","0","0","0","5","CellTalkDB:16601240;LRdb:16601240;Ramilowski2015:16601240;connectomeDB2020:16601240;talklr:16601240","6","FGG","FGG",NA,NA,NA,NA,"ITGB2","ITGB2",NA,NA,NA,NA,"FGG__ITGB2","LIANA Ramilowski2015","ITGB2__FGG",FALSE
"P02679","P05106","FGG__ITGB3","FGG","ITGB3","","","","","CellTalkDB;Cellinker;ELM;HPRD;LRdb;Reactome_LRdb","CellTalkDB:32196115;Cellinker:2018974;Cellinker:28277676;ELM:1864844;ELM:18710925;ELM:26631735;HPRD:10747940","","","","","","","","","","FGG","FGG",NA,NA,NA,NA,"ITGB3","ITGB3",NA,NA,NA,NA,"FGG__ITGB3","LIANA consensus","ITGB3__FGG",FALSE
"P02679","O00206","FGG__TLR4","FGG","TLR4","","","","","CellTalkDB;LRdb;Reactome_LRdb;connectomeDB2020","CellTalkDB:32196115;connectomeDB2020:24661950","","","","","","","","","","FGG","FGG",NA,NA,NA,NA,"TLR4","TLR4",NA,NA,NA,NA,"FGG__TLR4","LIANA consensus","TLR4__FGG",FALSE
"P02675","P33151","FGB__CDH5","FGB","CDH5","","","","","Cellinker","Cellinker:11900554","","","","","","","","","","FGB","FGB",NA,NA,NA,NA,"CDH5","CDH5",NA,NA,NA,NA,"FGB__CDH5","LIANA consensus","CDH5__FGB",FALSE
"P02675","P11215","FGB__ITGAM","FGB","ITGAM","ligand","","receptor","","CellTalkDB;Fantom5_LRdb;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr","CellTalkDB:16601240;LRdb:16601240;Ramilowski2015:16601240;connectomeDB2020:16601240;talklr:16601240","1","0","0","0","0","0","5","CellTalkDB:16601240;LRdb:16601240;Ramilowski2015:16601240;connectomeDB2020:16601240;talklr:16601240","6","FGB","FGB",NA,NA,NA,NA,"ITGAM","ITGAM",NA,NA,NA,NA,"FGB__ITGAM","LIANA consensus, LIANA Ramilowski2015","ITGAM__FGB",FALSE
"P02675","P08648","FGB__ITGA5","FGB","ITGA5","ligand","","receptor","","CellTalkDB;Fantom5_LRdb;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr","LRdb:15031111;Ramilowski2015:15031111;connectomeDB2020:15031111;talklr:15031111","1","0","0","0","0","0","4","LRdb:15031111;Ramilowski2015:15031111;connectomeDB2020:15031111;talklr:15031111","6","FGB","FGB",NA,NA,NA,NA,"ITGA5","ITGA5",NA,NA,NA,NA,"FGB__ITGA5","LIANA consensus, LIANA Ramilowski2015","ITGA5__FGB",FALSE
"P02675","P08514","FGB__ITGA2B","FGB","ITGA2B","ligand","","receptor","","CellTalkDB;Cellinker;Fantom5_LRdb;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr","CellTalkDB:2018974;Cellinker:2018974;Cellinker:26631735;LRdb:2018974;Ramilowski2015:2018974;connectomeDB2020:2018974;talklr:2018974","1","0","0","0","0","0","7","CellTalkDB:2018974;Cellinker:2018974;Cellinker:26631735;LRdb:2018974;Ramilowski2015:2018974;connectomeDB2020:2018974;talklr:2018974","7","FGB","FGB",NA,NA,NA,NA,"ITGA2B","ITGA2B",NA,NA,NA,NA,"FGB__ITGA2B","LIANA consensus, LIANA Ramilowski2015","ITGA2B__FGB",FALSE
