"source","target","complex_interaction_OLD","source_genesymbol_OG","target_genesymbol_OG","category_intercell_source","database_intercell_source","category_intercell_target","database_intercell_target","sources","references","is_directed","is_stimulation","is_inhibition","consensus_direction","consensus_stimulation","consensus_inhibition","curation_effort","n_references","n_resources","source_genesymbol","source_genesymbol_subunit_1","source_genesymbol_subunit_2","source_genesymbol_subunit_3","source_genesymbol_subunit_4","source_genesymbol_subunit_5","target_genesymbol","target_genesymbol_subunit_1","target_genesymbol_subunit_2","target_genesymbol_subunit_3","target_genesymbol_subunit_4","target_genesymbol_subunit_5","complex_interaction","method","complex_interaction_rev","is_dupl_undirected"
"Q9Y5H7","Q9Y5H7","PCDHA5__PCDHA5","PCDHA5","PCDHA5","","","","","","","","","","","","","","","","PCDHA5","PCDHA5",NA,NA,NA,NA,"PCDHA5","PCDHA5",NA,NA,NA,NA,"PCDHA5__PCDHA5","CellChat extracted","PCDHA5__PCDHA5",FALSE
"Q9Y5H6","Q9Y5H6","PCDHA8__PCDHA8","PCDHA8","PCDHA8","","","","","","","","","","","","","","","","PCDHA8","PCDHA8",NA,NA,NA,NA,"PCDHA8","PCDHA8",NA,NA,NA,NA,"PCDHA8__PCDHA8","CellChat extracted","PCDHA8__PCDHA8",FALSE
"Q9Y5H5","Q9Y5H5","PCDHA9__PCDHA9","PCDHA9","PCDHA9","","","","","","","","","","","","","","","","PCDHA9","PCDHA9",NA,NA,NA,NA,"PCDHA9","PCDHA9",NA,NA,NA,NA,"PCDHA9__PCDHA9","CellChat extracted","PCDHA9__PCDHA9",FALSE
"Q9Y5H4","Q9Y5H4","PCDHGA1__PCDHGA1","PCDHGA1","PCDHGA1","","","","","","","","","","","","","","","","PCDHGA1","PCDHGA1",NA,NA,NA,NA,"PCDHGA1","PCDHGA1",NA,NA,NA,NA,"PCDHGA1__PCDHGA1","CellChat extracted","PCDHGA1__PCDHGA1",FALSE
"Q9Y5H3","Q9Y5H3","PCDHGA10__PCDHGA10","PCDHGA10","PCDHGA10","","","","","","","","","","","","","","","","PCDHGA10","PCDHGA10",NA,NA,NA,NA,"PCDHGA10","PCDHGA10",NA,NA,NA,NA,"PCDHGA10__PCDHGA10","CellChat extracted","PCDHGA10__PCDHGA10",FALSE
"Q9Y5H2","Q9Y5H2","PCDHGA11__PCDHGA11","PCDHGA11","PCDHGA11","","","","","","","","","","","","","","","","PCDHGA11","PCDHGA11",NA,NA,NA,NA,"PCDHGA11","PCDHGA11",NA,NA,NA,NA,"PCDHGA11__PCDHGA11","CellChat extracted","PCDHGA11__PCDHGA11",FALSE
"Q9Y5H1","Q9Y5H1","PCDHGA2__PCDHGA2","PCDHGA2","PCDHGA2","","","","","","","","","","","","","","","","PCDHGA2","PCDHGA2",NA,NA,NA,NA,"PCDHGA2","PCDHGA2",NA,NA,NA,NA,"PCDHGA2__PCDHGA2","CellChat extracted","PCDHGA2__PCDHGA2",FALSE
"Q9Y5H0","Q9Y5H0","PCDHGA3__PCDHGA3","PCDHGA3","PCDHGA3","","","","","","","","","","","","","","","","PCDHGA3","PCDHGA3",NA,NA,NA,NA,"PCDHGA3","PCDHGA3",NA,NA,NA,NA,"PCDHGA3__PCDHGA3","CellChat extracted","PCDHGA3__PCDHGA3",FALSE
"Q9Y5G9","Q9Y5G9","PCDHGA4__PCDHGA4","PCDHGA4","PCDHGA4","","","","","","","","","","","","","","","","PCDHGA4","PCDHGA4",NA,NA,NA,NA,"PCDHGA4","PCDHGA4",NA,NA,NA,NA,"PCDHGA4__PCDHGA4","CellChat extracted","PCDHGA4__PCDHGA4",FALSE
"Q9Y5G8","Q9Y5G8","PCDHGA5__PCDHGA5","PCDHGA5","PCDHGA5","","","","","","","","","","","","","","","","PCDHGA5","PCDHGA5",NA,NA,NA,NA,"PCDHGA5","PCDHGA5",NA,NA,NA,NA,"PCDHGA5__PCDHGA5","CellChat extracted","PCDHGA5__PCDHGA5",FALSE
"Q9Y5G7","Q9Y5G7","PCDHGA6__PCDHGA6","PCDHGA6","PCDHGA6","","","","","","","","","","","","","","","","PCDHGA6","PCDHGA6",NA,NA,NA,NA,"PCDHGA6","PCDHGA6",NA,NA,NA,NA,"PCDHGA6__PCDHGA6","CellChat extracted","PCDHGA6__PCDHGA6",FALSE
"Q9Y5G6","Q9Y5G6","PCDHGA7__PCDHGA7","PCDHGA7","PCDHGA7","","","","","","","","","","","","","","","","PCDHGA7","PCDHGA7",NA,NA,NA,NA,"PCDHGA7","PCDHGA7",NA,NA,NA,NA,"PCDHGA7__PCDHGA7","CellChat extracted","PCDHGA7__PCDHGA7",FALSE
"Q9Y5G5","Q9Y5G5","PCDHGA8__PCDHGA8","PCDHGA8","PCDHGA8","","","","","","","","","","","","","","","","PCDHGA8","PCDHGA8",NA,NA,NA,NA,"PCDHGA8","PCDHGA8",NA,NA,NA,NA,"PCDHGA8__PCDHGA8","CellChat extracted","PCDHGA8__PCDHGA8",FALSE
"Q9Y5G4","Q9Y5G4","PCDHGA9__PCDHGA9","PCDHGA9","PCDHGA9","","","","","","","","","","","","","","","","PCDHGA9","PCDHGA9",NA,NA,NA,NA,"PCDHGA9","PCDHGA9",NA,NA,NA,NA,"PCDHGA9__PCDHGA9","CellChat extracted","PCDHGA9__PCDHGA9",FALSE
"Q9Y5G3","Q9Y5G3","PCDHGB1__PCDHGB1","PCDHGB1","PCDHGB1","","","","","","","","","","","","","","","","PCDHGB1","PCDHGB1",NA,NA,NA,NA,"PCDHGB1","PCDHGB1",NA,NA,NA,NA,"PCDHGB1__PCDHGB1","CellChat extracted","PCDHGB1__PCDHGB1",FALSE
"Q9Y5G2","Q9Y5G2","PCDHGB2__PCDHGB2","PCDHGB2","PCDHGB2","","","","","","","","","","","","","","","","PCDHGB2","PCDHGB2",NA,NA,NA,NA,"PCDHGB2","PCDHGB2",NA,NA,NA,NA,"PCDHGB2__PCDHGB2","CellChat extracted","PCDHGB2__PCDHGB2",FALSE
"Q9Y5G1","Q9Y5G1","PCDHGB3__PCDHGB3","PCDHGB3","PCDHGB3","","","","","","","","","","","","","","","","PCDHGB3","PCDHGB3",NA,NA,NA,NA,"PCDHGB3","PCDHGB3",NA,NA,NA,NA,"PCDHGB3__PCDHGB3","CellChat extracted","PCDHGB3__PCDHGB3",FALSE
"Q9Y5G0","Q9Y5G0","PCDHGB5__PCDHGB5","PCDHGB5","PCDHGB5","","","","","","","","","","","","","","","","PCDHGB5","PCDHGB5",NA,NA,NA,NA,"PCDHGB5","PCDHGB5",NA,NA,NA,NA,"PCDHGB5__PCDHGB5","CellChat extracted","PCDHGB5__PCDHGB5",FALSE
"Q9Y5F9","Q9Y5F9","PCDHGB6__PCDHGB6","PCDHGB6","PCDHGB6","","","","","","","","","","","","","","","","PCDHGB6","PCDHGB6",NA,NA,NA,NA,"PCDHGB6","PCDHGB6",NA,NA,NA,NA,"PCDHGB6__PCDHGB6","CellChat extracted","PCDHGB6__PCDHGB6",FALSE
"Q9Y5F8","Q9Y5F8","PCDHGB7__PCDHGB7","PCDHGB7","PCDHGB7","","","","","","","","","","","","","","","","PCDHGB7","PCDHGB7",NA,NA,NA,NA,"PCDHGB7","PCDHGB7",NA,NA,NA,NA,"PCDHGB7__PCDHGB7","CellChat extracted","PCDHGB7__PCDHGB7",FALSE
"Q9Y5F7","Q9Y5F7","PCDHGC4__PCDHGC4","PCDHGC4","PCDHGC4","","","","","","","","","","","","","","","","PCDHGC4","PCDHGC4",NA,NA,NA,NA,"PCDHGC4","PCDHGC4",NA,NA,NA,NA,"PCDHGC4__PCDHGC4","CellChat extracted","PCDHGC4__PCDHGC4",FALSE
"Q9Y5F6","Q9Y5F6","PCDHGC5__PCDHGC5","PCDHGC5","PCDHGC5","","","","","","","","","","","","","","","","PCDHGC5","PCDHGC5",NA,NA,NA,NA,"PCDHGC5","PCDHGC5",NA,NA,NA,NA,"PCDHGC5__PCDHGC5","CellChat extracted","PCDHGC5__PCDHGC5",FALSE
"Q9Y5F3","Q9Y5F3","PCDHB1__PCDHB1","PCDHB1","PCDHB1","","","","","","","","","","","","","","","","PCDHB1","PCDHB1",NA,NA,NA,NA,"PCDHB1","PCDHB1",NA,NA,NA,NA,"PCDHB1__PCDHB1","CellChat extracted","PCDHB1__PCDHB1",FALSE
"Q9Y5F2","Q9Y5F2","PCDHB11__PCDHB11","PCDHB11","PCDHB11","","","","","","","","","","","","","","","","PCDHB11","PCDHB11",NA,NA,NA,NA,"PCDHB11","PCDHB11",NA,NA,NA,NA,"PCDHB11__PCDHB11","CellChat extracted","PCDHB11__PCDHB11",FALSE
"Q9Y5F1","Q9Y5F1","PCDHB12__PCDHB12","PCDHB12","PCDHB12","","","","","","","","","","","","","","","","PCDHB12","PCDHB12",NA,NA,NA,NA,"PCDHB12","PCDHB12",NA,NA,NA,NA,"PCDHB12__PCDHB12","CellChat extracted","PCDHB12__PCDHB12",FALSE
"Q9Y5F0","Q9Y5F0","PCDHB13__PCDHB13","PCDHB13","PCDHB13","","","","","","","","","","","","","","","","PCDHB13","PCDHB13",NA,NA,NA,NA,"PCDHB13","PCDHB13",NA,NA,NA,NA,"PCDHB13__PCDHB13","CellChat extracted","PCDHB13__PCDHB13",FALSE
"Q9Y5E9","Q9Y5E9","PCDHB14__PCDHB14","PCDHB14","PCDHB14","","","","","","","","","","","","","","","","PCDHB14","PCDHB14",NA,NA,NA,NA,"PCDHB14","PCDHB14",NA,NA,NA,NA,"PCDHB14__PCDHB14","CellChat extracted","PCDHB14__PCDHB14",FALSE
"Q9Y5E8","Q9Y5E8","PCDHB15__PCDHB15","PCDHB15","PCDHB15","","","","","","","","","","","","","","","","PCDHB15","PCDHB15",NA,NA,NA,NA,"PCDHB15","PCDHB15",NA,NA,NA,NA,"PCDHB15__PCDHB15","CellChat extracted","PCDHB15__PCDHB15",FALSE
"Q9Y5E7","Q9Y5E7","PCDHB2__PCDHB2","PCDHB2","PCDHB2","","","","","","","","","","","","","","","","PCDHB2","PCDHB2",NA,NA,NA,NA,"PCDHB2","PCDHB2",NA,NA,NA,NA,"PCDHB2__PCDHB2","CellChat extracted","PCDHB2__PCDHB2",FALSE
"Q9Y5E6","Q9Y5E6","PCDHB3__PCDHB3","PCDHB3","PCDHB3","","","","","","","","","","","","","","","","PCDHB3","PCDHB3",NA,NA,NA,NA,"PCDHB3","PCDHB3",NA,NA,NA,NA,"PCDHB3__PCDHB3","CellChat extracted","PCDHB3__PCDHB3",FALSE
"Q9Y5E5","Q9Y5E5","PCDHB4__PCDHB4","PCDHB4","PCDHB4","","","","","","","","","","","","","","","","PCDHB4","PCDHB4",NA,NA,NA,NA,"PCDHB4","PCDHB4",NA,NA,NA,NA,"PCDHB4__PCDHB4","CellChat extracted","PCDHB4__PCDHB4",FALSE
"Q9Y5E4","Q9Y5E4","PCDHB5__PCDHB5","PCDHB5","PCDHB5","","","","","","","","","","","","","","","","PCDHB5","PCDHB5",NA,NA,NA,NA,"PCDHB5","PCDHB5",NA,NA,NA,NA,"PCDHB5__PCDHB5","CellChat extracted","PCDHB5__PCDHB5",FALSE
"Q9Y5E3","Q9Y5E3","PCDHB6__PCDHB6","PCDHB6","PCDHB6","","","","","","","","","","","","","","","","PCDHB6","PCDHB6",NA,NA,NA,NA,"PCDHB6","PCDHB6",NA,NA,NA,NA,"PCDHB6__PCDHB6","CellChat extracted","PCDHB6__PCDHB6",FALSE
"Q9Y5E2","Q9Y5E2","PCDHB7__PCDHB7","PCDHB7","PCDHB7","","","","","","","","","","","","","","","","PCDHB7","PCDHB7",NA,NA,NA,NA,"PCDHB7","PCDHB7",NA,NA,NA,NA,"PCDHB7__PCDHB7","CellChat extracted","PCDHB7__PCDHB7",FALSE
"Q9Y5E1","Q9Y5E1","PCDHB9__PCDHB9","PCDHB9","PCDHB9","","","","","","","","","","","","","","","","PCDHB9","PCDHB9",NA,NA,NA,NA,"PCDHB9","PCDHB9",NA,NA,NA,NA,"PCDHB9__PCDHB9","CellChat extracted","PCDHB9__PCDHB9",FALSE
"Q9Y5C1","P08648","ANGPTL3__ITGA5","ANGPTL3","ITGA5","ligand","connectomeDB2020;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB","CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr","CellTalkDB:11877390;Cellinker:11877390;HPRD:11877390;LRdb:11877390;connectomeDB2020:11877390","","","","","","","","","","ANGPTL3","ANGPTL3",NA,NA,NA,NA,"ITGA5","ITGA5",NA,NA,NA,NA,"ANGPTL3__ITGA5","LIANA consensus, LIANA Ramilowski2015","ITGA5__ANGPTL3",FALSE
"Q9Y5C1","P06756_P05106","ANGPTL3__ITGAV_ITGB3","ANGPTL3","ITGAV_ITGB3","ligand","connectomeDB2020;CellChatDB;CellTalkDB","adhesion","CellPhoneDB","CellChatDB;Cellinker","CellChatDB:11877390;Cellinker:11877390","","","","","","","","","","ANGPTL3","ANGPTL3",NA,NA,NA,NA,"ITGAV_ITGB3","ITGAV","ITGB3",NA,NA,NA,"ANGPTL3__ITGAV_ITGB3","LIANA consensus, CellChat extracted","ITGAV_ITGB3__ANGPTL3",FALSE
"Q9Y5C1","P06756","ANGPTL3__ITGAV","ANGPTL3","ITGAV","ligand","","receptor","","CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;STRING_talklr;connectomeDB2020;iTALK;talklr","CellTalkDB:11877390;HPRD:11877390;LRdb:11877390;connectomeDB2020:11877390","1","0","0","0","0","0","4","CellTalkDB:11877390;HPRD:11877390;LRdb:11877390;connectomeDB2020:11877390","8","ANGPTL3","ANGPTL3",NA,NA,NA,NA,"ITGAV","ITGAV",NA,NA,NA,NA,"ANGPTL3__ITGAV","LIANA Ramilowski2015","ITGAV__ANGPTL3",FALSE
"Q9Y5C1","P05106","ANGPTL3__ITGB3","ANGPTL3","ITGB3","ligand","","receptor","","CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr","CellTalkDB:11877390;HPRD:11877390;LRdb:11877390;connectomeDB2020:11877390","1","0","0","0","0","0","4","CellTalkDB:11877390;HPRD:11877390;LRdb:11877390;connectomeDB2020:11877390","8","ANGPTL3","ANGPTL3",NA,NA,NA,NA,"ITGB3","ITGB3",NA,NA,NA,NA,"ANGPTL3__ITGB3","LIANA Ramilowski2015","ITGB3__ANGPTL3",FALSE
"Q9Y566","P30874","SHANK1__SSTR2","SHANK1","SSTR2","ligand","","receptor","","Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;connectomeDB2020;iTALK;talklr","Baccin2019:10551867;Baccin2019:11087996;CellTalkDB:10551867;HPRD:10551867;HPRD:11087996;LRdb:10551867;LRdb:11;connectomeDB2020:10551867;connectomeDB2020:11087996","1","0","0","0","0","0","9","Baccin2019:10551867;Baccin2019:11087996;CellTalkDB:10551867;HPRD:10551867;HPRD:11087996;LRdb:10551867;LRdb:11;connectomeDB2020:10551867;connectomeDB2020:11087996","9","SHANK1","SHANK1",NA,NA,NA,NA,"SSTR2","SSTR2",NA,NA,NA,NA,"SHANK1__SSTR2","LIANA consensus, LIANA Ramilowski2015","SSTR2__SHANK1",FALSE
"Q9Y566","O95490","SHANK1__ADGRL2","SHANK1","ADGRL2","ligand","","receptor","","CellTalkDB;DOMINO;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;iTALK;talklr","DOMINO:10964907;HPRD:10964907","1","0","0","0","0","0","2","DOMINO:10964907;HPRD:10964907","7","SHANK1","SHANK1",NA,NA,NA,NA,"ADGRL2","ADGRL2",NA,NA,NA,NA,"SHANK1__ADGRL2","LIANA Ramilowski2015","ADGRL2__SHANK1",FALSE
"Q9Y566","O95477","SHANK1__ABCA1","SHANK1","ABCA1","ligand","","receptor","","Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;iTALK;talklr","Baccin2019:16192279;HPRD:16192279;LRdb:16192279","1","0","0","0","0","0","3","Baccin2019:16192279;HPRD:16192279;LRdb:16192279","8","SHANK1","SHANK1",NA,NA,NA,NA,"ABCA1","ABCA1",NA,NA,NA,NA,"SHANK1__ABCA1","LIANA Ramilowski2015","ABCA1__SHANK1",FALSE
"Q9Y566","O94910","SHANK1__ADGRL1","SHANK1","ADGRL1","ligand","","receptor","","CellTalkDB;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Wang;connectomeDB2020;iTALK;talklr","CellTalkDB:10964907;HPMR:10964907;HPRD:10958799;HPRD:10964907;LRdb:10964907;LRdb:11;connectomeDB2020:10958799;connectomeDB2020:10964907","1","1","0","1","1","0","8","CellTalkDB:10964907;HPMR:10964907;HPRD:10958799;HPRD:10964907;LRdb:10964907;LRdb:11;connectomeDB2020:10958799;connectomeDB2020:10964907","9","SHANK1","SHANK1",NA,NA,NA,NA,"ADGRL1","ADGRL1",NA,NA,NA,NA,"SHANK1__ADGRL1","LIANA consensus, LIANA Ramilowski2015","ADGRL1__SHANK1",FALSE
"Q9Y566","O60241","SHANK1__ADGRB2","SHANK1","ADGRB2","ligand","","receptor","","CellTalkDB;DOMINO;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;iTALK;talklr","DOMINO:10964907;HPRD:10964907","1","0","0","0","0","0","2","DOMINO:10964907;HPRD:10964907","7","SHANK1","SHANK1",NA,NA,NA,NA,"ADGRB2","ADGRB2",NA,NA,NA,NA,"SHANK1__ADGRB2","LIANA Ramilowski2015","ADGRB2__SHANK1",FALSE
"Q9Y4X3","Q14831","CCL27__GRM7","CCL27","GRM7","ligand","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","receptor","CellTalkDB","CellTalkDB;LRdb;Reactome_LRdb","CellTalkDB:32196115","","","","","","","","","","CCL27","CCL27",NA,NA,NA,NA,"GRM7","GRM7",NA,NA,NA,NA,"CCL27__GRM7","LIANA consensus","GRM7__CCL27",FALSE
"Q9Y4X3","P51677","CCL27__CCR3","CCL27","CCR3","ligand","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","CellCall;CellChatDB;KEGG-MEDICUS;Wang","","","","","","","","","","","CCL27","CCL27",NA,NA,NA,NA,"CCR3","CCR3",NA,NA,NA,NA,"CCL27__CCR3","LIANA consensus, CellChat extracted","CCR3__CCL27",FALSE
"Q9Y4X3","P48039","CCL27__MTNR1A","CCL27","MTNR1A","ligand","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellTalkDB","CellTalkDB;LRdb;Reactome_LRdb","CellTalkDB:32196115","","","","","","","","","","CCL27","CCL27",NA,NA,NA,NA,"MTNR1A","MTNR1A",NA,NA,NA,NA,"CCL27__MTNR1A","LIANA consensus","MTNR1A__CCL27",FALSE
"Q9Y4X3","P46092","CCL27__CCR10","CCL27","CCR10","ligand","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;KEGG-MEDICUS;Kirouac2010;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr","CellPhoneDB:24218476;CellTalkDB:11821900;Cellinker:10725697;Cellinker:11821900;Cellinker:12718728;DIP:10725697;DIP:10781587;Guide2Pharma:10725697;HPMR:11821900;HPMR:12718728;HPRD:10725697;HPRD:11821900;ICELLNET:22633458;LRdb:10725697;LRdb:11821900;LRdb:12718728;connectomeDB2020:10725697;connectomeDB2020:11821900;connectomeDB2020:12718728;scConnect:10725697","","","","","","","","","","CCL27","CCL27",NA,NA,NA,NA,"CCR10","CCR10",NA,NA,NA,NA,"CCL27__CCR10","LIANA consensus, LIANA Ramilowski2015, CellphoneDB extracted, CellChat extracted","CCR10__CCL27",FALSE
"Q9Y4X3","P41597","CCL27__CCR2","CCL27","CCR2","ligand","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","CellCall;CellChatDB;KEGG-MEDICUS;Wang","","","","","","","","","","","CCL27","CCL27",NA,NA,NA,NA,"CCR2","CCR2",NA,NA,NA,NA,"CCL27__CCR2","LIANA consensus, CellChat extracted","CCR2__CCL27",FALSE
"Q9Y4X3","P08913","CCL27__ADRA2A","CCL27","ADRA2A","ligand","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellTalkDB","CellTalkDB;LRdb;Reactome_LRdb","CellTalkDB:32196115","","","","","","","","","","CCL27","CCL27",NA,NA,NA,NA,"ADRA2A","ADRA2A",NA,NA,NA,NA,"CCL27__ADRA2A","LIANA consensus","ADRA2A__CCL27",FALSE
"Q9Y4X3","O00590","CCL27__ACKR2","CCL27","ACKR2","ligand","","receptor","","CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;LRdb;Ramilowski2015;STRING_talklr;connectomeDB2020;iTALK;talklr","CellTalkDB:10725697;Cellinker:10725696;Cellinker:10725697;Cellinker:11821900;HPRD:10725696;HPRD:10725697;HPRD:11821900;LRdb:10725696;LRdb:10725697;LRdb:11821900;connectomeDB2020:10725696;connectomeDB2020:10725697;connectomeDB2020:11821900","1","0","0","0","0","0","13","CellTalkDB:10725697;Cellinker:10725696;Cellinker:10725697;Cellinker:11821900;HPRD:10725696;HPRD:10725697;HPRD:11821900;LRdb:10725696;LRdb:10725697;LRdb:11821900;connectomeDB2020:10725696;connectomeDB2020:10725697;connectomeDB2020:11821900","9","CCL27","CCL27",NA,NA,NA,NA,"ACKR2","ACKR2",NA,NA,NA,NA,"CCL27__ACKR2","LIANA consensus, LIANA Ramilowski2015","ACKR2__CCL27",FALSE
"Q9Y4D2","Q9Y2T6","DAGLA__GPR55","DAGLA","GPR55","","","","","","","","","","","","","","","","DAGLA","DAGLA",NA,NA,NA,NA,"GPR55","GPR55",NA,NA,NA,NA,"DAGLA__GPR55","CellphoneDB extracted, CellChat extracted","GPR55__DAGLA",FALSE
"Q9Y4D2","P34972","DAGLA__CNR2","DAGLA","CNR2","","","","","","","","","","","","","","","","DAGLA","DAGLA",NA,NA,NA,NA,"CNR2","CNR2",NA,NA,NA,NA,"DAGLA__CNR2","CellphoneDB extracted, CellChat extracted","CNR2__DAGLA",FALSE
"Q9Y4D2","P21554","DAGLA__CNR1","DAGLA","CNR1","","","","","","","","","","","","","","","","DAGLA","DAGLA",NA,NA,NA,NA,"CNR1","CNR1",NA,NA,NA,NA,"DAGLA__CNR1","CellphoneDB extracted, CellChat extracted","CNR1__DAGLA",FALSE
"Q9Y490","P18084","TLN1__ITGB5","TLN1","ITGB5","","","","","Adhesome;CellTalkDB;HPRD;InnateDB;LRdb;Reactome_LRdb;SIGNOR;Wang","Adhesome:12606711;Adhesome:22025551;CellTalkDB:32196115;HPRD:12606711;InnateDB:22025551;SIGNOR:19118207","","","","","","","","","","TLN1","TLN1",NA,NA,NA,NA,"ITGB5","ITGB5",NA,NA,NA,NA,"TLN1__ITGB5","LIANA consensus","ITGB5__TLN1",FALSE
"Q9Y490","P05106","TLN1__ITGB3","TLN1","ITGB3","","","","","Adhesome;CellTalkDB;ELM;HPRD;IntAct;LRdb;Lit-BM-17;Reactome_LRdb;SIGNOR;Wang","Adhesome:10497223;Adhesome:11932255;Adhesome:12606711;Adhesome:16546176;Adhesome:17218263;CellTalkDB:32196115;ELM:12535520;ELM:12606711;ELM:18156175;ELM:20739287;ELM:9065427;HPRD:10497223;HPRD:11932255;HPRD:12606711;IntAct:16546176;Lit-BM-17:10497223;Lit-BM-17:11932255;Lit-BM-17:16546176;SIGNOR:19118207","","","","","","","","","","TLN1","TLN1",NA,NA,NA,NA,"ITGB3","ITGB3",NA,NA,NA,NA,"TLN1__ITGB3","LIANA consensus","ITGB3__TLN1",FALSE
"Q9Y337","P55085","KLK5__F2RL1","KLK5","F2RL1","","","","","","","","","","","","","","","","KLK5","KLK5",NA,NA,NA,NA,"F2RL1","F2RL1",NA,NA,NA,NA,"KLK5__F2RL1","CellChat extracted","F2RL1__KLK5",FALSE
"Q9Y2J0","P58400","RPH3A__NRXN1","RPH3A","NRXN1","ligand","","receptor","","Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr","Baccin2019:8901523;CellTalkDB:8901523;Cellinker:8901523;HPRD:8901523;LRdb:8901523;connectomeDB2020:8901523","1","0","0","0","0","0","6","Baccin2019:8901523;CellTalkDB:8901523;Cellinker:8901523;HPRD:8901523;LRdb:8901523;connectomeDB2020:8901523","10","RPH3A","RPH3A",NA,NA,NA,NA,"NRXN1","NRXN1",NA,NA,NA,NA,"RPH3A__NRXN1","LIANA Ramilowski2015","NRXN1__RPH3A",FALSE
"Q9Y2I2","Q9HCJ2","NTNG1__LRRC4C","NTNG1","LRRC4C","ligand","","receptor","","Baccin2019;BioGRID;CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;IntAct;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr","Baccin2019:1459544314595440;BioGRID:21946559;CellTalkDB:14595443;HPMR:14595443;HPRD:14595443;IntAct:21946559;LRdb:14595443;Lit-BM-17:14595443;Lit-BM-17:21946559;SIGNOR:19467332;connectomeDB2020:14595443","1","1","0","1","1","0","11","Baccin2019:1459544314595440;BioGRID:21946559;CellTalkDB:14595443;HPMR:14595443;HPRD:14595443;IntAct:21946559;LRdb:14595443;Lit-BM-17:14595443;Lit-BM-17:21946559;SIGNOR:19467332;connectomeDB2020:14595443","15","NTNG1","NTNG1",NA,NA,NA,NA,"LRRC4C","LRRC4C",NA,NA,NA,NA,"NTNG1__LRRC4C","LIANA consensus, LIANA Ramilowski2015","LRRC4C__NTNG1",TRUE
